1	845753	636607
2	812954	643720
3	868217	609046
4	920248	607272
5	841621	639394
6	843907	598777
7	817712	620917
8	865980	632292
9	876539	639944
10	805247	642901
11	829227	565484
12	834679	669557
13	851242	630615
14	890325	702688
15	832159	638667
16	833736	637738
17	778784	571492
18	844489	672382
19	825802	638894
20	875471	622426
21	879225	639387
22	819482	633447
23	818212	633262
24	839324	651033
25	817439	678071
26	876202	600942
27	841025	623927
28	850781	619234
29	754610	657392
30	842733	640979
31	881538	613492
32	804685	671123
33	877083	575129
34	847312	655073
35	827558	623170
36	896258	707205
37	829939	644422
38	880719	597439
39	828313	669762
40	778978	589645
41	832323	624353
42	838906	655174
43	913673	576755
44	875535	587227
45	797487	625675
46	893942	596033
47	770410	662419
48	814804	605047
49	832215	638387
50	840280	643770
51	833327	621905
52	763542	635170
53	825599	608689
54	813209	683512
55	938544	680392
56	834393	656902
57	787129	643393
58	801229	617139
59	886144	566002
60	865073	661021
61	796962	632416
62	822877	612926
63	835985	639514
64	908901	628142
65	807989	610817
66	823816	651852
67	818245	618659
68	827601	640196
69	846830	641704
70	829041	623258
71	858850	714281
72	835967	564514
73	835698	660461
74	843223	632872
75	880916	697241
76	813541	641007
77	913911	586519
78	707529	693451
79	846436	659041
80	865316	690133
81	842837	647272
82	856101	601665
83	822815	616988
84	823364	620870
85	817697	617678
86	822368	648690
87	855476	711703
88	818065	675114
89	843822	686283
90	834396	637625
91	802367	626026
92	774481	694664
93	805075	559992
94	828813	622656
95	841088	641913
96	736868	591803
97	812519	658809
98	847097	610257
99	880136	670834
100	871566	663124
101	835178	647851
102	801113	631728
103	836302	641336
104	865563	600752
105	856184	670732
106	930906	675380
107	787684	612023
108	879210	671905
109	940080	668730
110	812951	619690
111	782647	635710
112	834146	634536
113	825334	626399
114	827880	657944
115	806472	625818
116	813142	634900
117	834478	637224
118	859522	666389
119	812822	650842
120	927475	652500
121	830057	593423
122	852554	687005
123	755212	616702
124	825515	636212
125	841978	583774
126	828956	617518
127	851077	623381
128	847787	616365
129	781111	594759
130	793474	650770
131	849922	659848
132	857555	592525
133	851042	620360
134	801896	668379
135	798422	689889
136	802904	649859
137	833844	679629
138	844117	650340
139	750522	621023
140	835324	635252
141	805810	620656
142	826540	709657
143	821335	650998
144	844114	619755
145	799854	605921
146	835851	659073
147	850049	594729
148	901514	652113
149	826740	617100
150	864116	598962
151	830754	656445
152	816172	642632
153	875320	588946
154	836090	553666
155	944095	704540
156	834141	639092
157	858997	628120
158	819923	617399
159	812780	635276
160	808308	627973
161	868777	586944
162	848355	652762
163	853192	621237
164	769703	672760
165	983609	624193
166	767435	659742
167	795478	653018
168	867257	713816
169	822799	582231
170	795493	623079
171	894097	564130
172	836258	638770
173	725411	693316
174	824187	721313
175	835113	638129
176	874788	594226
177	811045	640408
178	806425	629019
179	817577	599782
180	829553	641233
181	780758	698302
182	835775	635385
183	836176	639066
184	814374	659984
185	787165	670018
186	765298	632123
187	814905	686125
188	830536	651952
189	837750	634132
190	819893	646919
191	803133	663437
192	893841	718071
193	869331	617053
194	847430	623157
195	810547	597362
196	887955	652980
197	856277	650393
198	945668	662295
199	910884	606259
200	823954	581126
201	780635	613287
202	827314	657722
203	874290	682154
204	801009	632553
205	758093	635151
206	834477	615434
207	778438	668842
208	851028	601248
209	847403	680628
210	809226	590160
211	847930	639549
212	831541	638580
213	818121	643361
214	880168	671935
215	815109	645044
216	765957	654001
217	917544	625573
218	783878	625178
219	889986	596630
220	786184	663836
221	918549	595580
222	873325	661718
223	836224	622436
224	881118	595784
225	854502	597915
226	877342	656313
227	849343	644126
228	796153	621598
229	806313	641996
230	847671	637692
231	869123	660870
232	848927	645583
233	800992	654397
234	877837	634860
235	836202	600653
236	803719	688801
237	812864	648497
238	871038	632419
239	848660	637062
240	870340	608506
241	839706	604004
242	773106	587731
243	838636	638170
244	833424	637495
245	803393	632114
246	806771	696582
247	837422	684164
248	808230	615889
249	839817	657140
250	836065	643735
251	832197	640740
252	826449	642156
253	864411	657059
254	859075	596485
255	821763	646463
256	752624	684688
257	761780	639502
258	814196	638101
259	837052	638157
260	897135	678084
261	839617	656945
262	818902	650155
263	840603	639421
264	788208	596833
265	830238	629304
266	961248	667934
267	821180	615439
268	865014	601082
269	812456	609760
270	850548	639470
271	846404	608400
272	844405	710620
273	834271	681372
274	892746	564842
275	832917	653009
276	815156	643108
277	862657	628917
278	736311	562847
279	836640	689624
280	828915	641716
281	827016	648159
282	717529	589445
283	828640	621078
284	825800	639916
285	867216	629792
286	788063	640066
287	804909	659876
288	828224	658191
289	865774	654156
290	831381	628919
291	831414	641690
292	808631	648619
293	789304	619247
294	845460	690530
295	836208	638514
296	868895	604801
297	808291	631630
298	894943	635233
