area(wards,Boroughs) KBIfraction originalfration
E05000106 0.0862068965517 0.4426
E05000107 0.236842105263 0.647
E05000108 0.283185840708 0.5278
E05000109 0.253846153846 0.4266
E05000110 0.0630630630631 0.5408
E05000111 0.112068965517 0.4711
E05000112 0.672268907563 0.3954
E05000113 0.294573643411 0.4173
E05000114 0.561403508772 0.6459
E05000115 0.619834710744 0.6471
E05000116 0.978947368421 0.3505
E05000117 0.425 0.646
E05000118 0.25 0.5423
E05000119 0.166666666667 0.5227
E05000120 0.116666666667 0.4687
E05000121 0.958904109589 0.5857
E05000122 0.415254237288 0.5817
E05000123 0.938461538462 0.3782
E05000124 0.103773584906 0.4908
E05000125 0.25 0.4604
E05000126 0.105263157895 0.4687
E05000127 0.116071428571 0.498
E05000128 0.980198019802 0.2258
E05000129 0.59595959596 0.2694
E05000130 0.922330097087 0.2421
E05000131 0.989583333333 0.2175
E05000132 0.916666666667 0.2029
E05000133 0.915789473684 0.2082
E05000134 0.988372093023 0.2839
E05000135 0.366666666667 0.2027
E05000136 1.0 0.2911
E05000137 0.906976744186 0.2294
E05000138 1.0 0.3054
E05000139 1.0 0.2074
E05000140 1.0 0.298
E05000141 0.422680412371 0.2525
E05000142 0.761467889908 0.3198
E05000143 1.0 0.3337
E05000144 1.0 0.2203
E05000145 0.990196078431 0.2157
E05000146 0.648854961832 0.4393
E05000147 0.416666666667 0.5
E05000148 0.811965811966 0.4919
E05000149 0.862595419847 0.4197
E05000150 0.234042553191 0.5354
E05000151 0.108910891089 0.4077
E05000152 0.540322580645 0.4732
E05000153 0.75572519084 0.456
E05000154 1.0 0.6201
E05000155 0.29702970297 0.5218
E05000156 0.150442477876 0.4788
E05000157 0.986666666667 0.648
E05000158 0.467741935484 0.3712
E05000159 0.232142857143 0.4131
E05000160 0.113402061856 0.4803
E05000161 0.992248062016 0.5232
E05000162 0.161290322581 0.4233
E05000163 0.411214953271 0.4986
E05000164 0.879032258065 0.3391
E05000165 0.982905982906 0.3791
E05000166 0.892561983471 0.3387
E05000167 0.865079365079 0.454
E05000168 0.991869918699 0.4345
E05000169 1.0 0.4066
E05000170 0.559322033898 0.3219
E05000171 0.472222222222 0.3022
E05000172 0.421568627451 0.4699
E05000173 0.391304347826 0.2613
E05000174 0.552631578947 0.3041
E05000175 0.6875 0.3299
E05000176 0.642857142857 0.3437
E05000177 0.640625 0.5037
E05000178 0.305555555556 0.4734
E05000179 0.305785123967 0.2922
E05000180 0.682692307692 0.3998
E05000181 0.409523809524 0.4729
E05000183 0.3125 0.5062
E05000182 0.481132075472 0.2875
E05000184 0.572727272727 0.4929
E05000185 0.641509433962 0.5332
E05000186 0.514285714286 0.4234
E05000187 0.675213675214 0.4623
E05000188 0.840707964602 0.314
E05000189 0.82 0.4948
E05000190 0.906542056075 0.4906
E05000191 0.654205607477 0.2411
E05000192 0.485714285714 0.281
E05000193 0.792792792793 0.3458
E05000194 0.203703703704 0.4255
E05000195 0.666666666667 0.5071
E05000196 0.165137614679 0.4089
E05000197 1.0 0.453
E05000198 0.972972972973 0.5052
E05000199 1.0 0.4968
E05000200 0.1 0.4141
E05000201 1.0 0.4389
E05000202 0.145631067961 0.4687
E05000203 0.766990291262 0.5013
E05000204 1.0 0.4823
E05000205 0.564102564103 0.3602
E05000206 1.0 0.454
E05000207 1.0 0.4807
E05000208 0.6875 0.3824
E05000209 0.185185185185 0.3658
E05000210 0.274336283186 0.4628
E05000211 0.97 0.5318
E05000212 1.0 0.4393
E05000213 0.182692307692 0.3676
E05000214 0.899082568807 0.5423
E05000215 0.432692307692 0.2945
E05000216 0.831775700935 0.4141
E05000217 0.39603960396 0.5791
E05000218 0.103092783505 0.5174
E05000219 0.67 0.5569
E05000220 0.605263157895 0.56
E05000221 0.496240601504 0.4594
E05000222 0.900763358779 0.2365
E05000223 0.416666666667 0.4811
E05000224 0.49 0.4923
E05000225 0.794642857143 0.309
E05000226 0.388429752066 0.5063
E05000227 0.247524752475 0.4411
E05000228 0.522388059701 0.4459
E05000229 0.570247933884 0.3892
E05000230 0.68345323741 0.4051
E05000266 0.602272727273 0.1973
E05000267 0.990654205607 0.3904
E05000268 0.971698113208 0.1919
E05000269 0.871287128713 0.2732
E05000270 0.968085106383 0.28
E05000271 0.605504587156 0.2437
E05000272 0.789473684211 0.1646
E05000273 0.979797979798 0.3386
E05000274 0.576470588235 0.1899
E05000275 0.981308411215 0.2613
E05000276 0.969696969697 0.1503
E05000278 0.864864864865 0.3017
E05000277 0.90350877193 0.3755
E05000279 0.840425531915 0.1891
E05000280 1.0 0.2056
E05000281 0.935779816514 0.1553
E05000282 0.921568627451 0.2964
E05000283 1.0 0.2936
E05000284 0.883928571429 0.2709
E05000285 0.190476190476 0.4647
E05000286 0.0721649484536 0.3871
E05000287 0.375 0.5151
E05000288 0.373737373737 0.461
E05000289 0.266666666667 0.3996
E05000290 0.162790697674 0.5019
E05000291 0.121951219512 0.3983
E05000292 0.0384615384615 0.3997
E05000293 0.261904761905 0.4241
E05000294 0.337209302326 0.4161
E05000295 0.206896551724 0.4834
E05000296 0.376344086022 0.5084
E05000297 0.102564102564 0.3907
E05000298 0.0519480519481 0.4577
E05000299 0.370786516854 0.5414
E05000300 0.10843373494 0.437
E05000301 0.483516483516 0.4682
E05000302 0.357142857143 0.4765
E05000303 0.159090909091 0.4299
E05000304 0.378048780488 0.5387
E05000305 0.179487179487 0.4231
E05000306 0.303571428571 0.6488
E05000307 0.530612244898 0.6459
E05000308 0.752577319588 0.7167
E05000309 0.389473684211 0.6422
E05000310 0.679245283019 0.7593
E05000311 0.628865979381 0.7305
E05000312 0.464646464646 0.6923
E05000313 0.649484536082 0.7709
E05000314 0.763440860215 0.7897
E05000315 0.5 0.6972
E05000316 0.676767676768 0.7573
E05000317 0.676470588235 0.7133
E05000318 0.652631578947 0.7553
E05000319 0.253968253968 0.6243
E05000321 0.851485148515 0.7606
E05000322 0.155339805825 0.6543
E05000320 0.594339622642 0.6982
E05000323 0.326732673267 0.6301
E05000346 0.329787234043 0.64
E05000347 0.884955752212 0.4392
E05000348 0.449438202247 0.2668
E05000349 0.333333333333 0.2646
E05000350 0.326086956522 0.5597
E05000351 0.402298850575 0.6647
E05000352 0.275229357798 0.6434
E05000353 0.586206896552 0.5597
E05000354 0.325581395349 0.5733
E05000355 0.402173913043 0.4937
E05000356 0.311827956989 0.4715
E05000357 0.366666666667 0.4948
E05000358 0.915966386555 0.4896
E05000359 0.259259259259 0.4882
E05000360 0.241379310345 0.4417
E05000361 0.72 0.5101
E05000362 0.888888888889 0.4508
E05000363 0.578431372549 0.6341
E05000364 0.625 0.4538
E05000365 0.393617021277 0.2718
E05000366 0.99 0.2782
E05000367 0.463414634146 0.3097
E05000368 0.893805309735 0.3111
E05000369 1.0 0.2787
E05000370 0.79381443299 0.3029
E05000371 0.946428571429 0.223
E05000372 0.989247311828 0.1922
E05000373 0.532786885246 0.193
E05000374 1.0 0.2267
E05000375 0.99173553719 0.2669
E05000376 1.0 0.2425
E05000377 1.0 0.2218
E05000378 1.0 0.2205
E05000379 0.989583333333 0.2408
E05000380 0.886597938144 0.2781
E05000381 1.0 0.2114
E05000416 0.792682926829 0.2967
E05000417 0.658914728682 0.1832
E05000418 0.666666666667 0.1804
E05000419 0.728070175439 0.198
E05000420 0.888 0.199
E05000421 0.385826771654 0.2097
E05000422 1.0 0.2502
E05000423 0.940677966102 0.1701
E05000424 1.0 0.2315
E05000425 0.572463768116 0.2012
E05000426 1.0 0.2159
E05000427 0.982456140351 0.2541
E05000428 0.853448275862 0.2091
E05000429 0.939655172414 0.2297
E05000430 0.973214285714 0.1921
E05000431 0.712962962963 0.2658
E05000432 0.991304347826 0.2168
E05000433 1.0 0.2047
E05000434 1.0 0.2185
E05000435 0.974789915966 0.1963
E05000436 0.792792792793 0.2141
E05000455 0.857142857143 0.2654
E05000456 0.180555555556 0.4299
E05000457 0.761363636364 0.3137
E05000458 1.0 0.4897
E05000459 0.813333333333 0.242
E05000460 0.890243902439 0.4557
E05000461 0.960526315789 0.3547
E05000462 0.666666666667 0.272
E05000463 0.948717948718 0.4347
E05000464 0.918918918919 0.4189
E05000465 0.257142857143 0.5177
E05000466 0.219178082192 0.2946
E05000467 0.890410958904 0.4562
E05000468 0.540540540541 0.504
E05000469 0.52 0.3029
E05000470 0.506493506494 0.5141
E05000471 0.730769230769 0.2616
E05000472 0.0615384615385 0.2729
E05000473 0.2 0.3564
E05000474 0.940476190476 0.25
E05000590 0.961165048544 0.389
E05000591 0.768421052632 0.4035
E05000592 0.666666666667 0.3798
E05000593 0.456790123457 0.5539
E05000594 0.414634146341 0.5604
E05000595 0.739583333333 0.3868
E05000596 0.681415929204 0.3344
E05000597 0.646341463415 0.4492
E05000598 0.464285714286 0.5517
E05000599 1.0 0.3082
E05000600 0.989361702128 0.4
E05000601 0.904761904762 0.2857
E05000602 0.616279069767 0.5583
E05000603 0.778761061947 0.3645
E05000604 0.970588235294 0.3941
E05000605 1.0 0.3318
E05000606 0.919191919192 0.3178
E05000607 0.847058823529 0.542
E05000608 0.897959183673 0.3052
E05000609 0.744897959184 0.3274
Borough 0 0.441379310345 0.629516923628
Borough 2 0.702073635209 0.402630885309
Borough 4 0.560447761194 0.377705190862
Borough 6 0.772200772201 0.624390904169
Borough 8 0.82019486271 0.471551781774
Borough 9 0.745557350565 0.325440014783
Borough 11 0.3446838082 0.537171546547
Borough 13 0.238095238095 0.563681195592
Borough 17 0.790865384615 0.301414764648
Borough 19 0.443954968184 0.460255940359
Borough 21 0.864768683274 0.271879970966
Borough 23 0.954176804542 0.249683311799
Borough 24 0.834183673469 0.215195829334
Borough 28 0.291497975709 0.383921660607
Borough 29 0.221912072575 0.307060272411
Borough 30 0.826530612245 0.299768201191
Borough 31 0.861495844875 0.31308573412
Borough 32 0.930957683742 0.310348355415
