wards KBIfraction originalfration
E05000064 0.2625 0.719733079123
E05000065 0.229885057471 0.504658385093
E05000066 0.283950617284 0.721236925875
E05000067 0.373493975904 0.767461669506
E05000068 0.204819277108 0.715607401448
E05000069 0.305882352941 0.672727272727
E05000070 0.158536585366 0.632278481013
E05000072 0.25 0.674063116371
E05000071 0.253012048193 0.615341545353
E05000073 0.27380952381 0.697085523172
E05000074 0.204819277108 0.642105263158
E05000075 0.333333333333 0.476277372263
E05000076 0.280487804878 0.699814986124
E05000077 0.22619047619 0.570068746695
E05000078 0.301204819277 0.702725020644
E05000079 0.316455696203 0.46115819209
E05000080 0.189873417722 0.642380708055
E05000083 0.279069767442 0.730158730159
E05000081 0.259259259259 0.766731898239
E05000082 0.256097560976 0.666666666667
E05000084 0.280487804878 0.348725017229
E05000106 0.370689655172 0.746629986245
E05000107 0.368421052632 0.834090909091
E05000108 0.247787610619 0.696798493409
E05000109 0.284615384615 0.553546199491
E05000110 0.396396396396 0.750751571468
E05000111 0.293103448276 0.748514851485
E05000112 0.235294117647 0.431309041835
E05000113 0.255813953488 0.612222823148
E05000114 0.184210526316 0.618019709057
E05000115 0.297520661157 0.636661978434
E05000116 0.305263157895 0.257723233178
E05000117 0.35 0.835494327391
E05000118 0.294642857143 0.779539641944
E05000119 0.383333333333 0.740909090909
E05000120 0.325 0.66173245614
E05000121 0.315068493151 0.585213032581
E05000122 0.322033898305 0.733528550512
E05000123 0.223076923077 0.33495423341
E05000124 0.349056603774 0.783337441459
E05000125 0.275862068966 0.598984771574
E05000126 0.381578947368 0.724990633196
E05000127 0.303571428571 0.739893211289
E05000085 0.287037037037 0.32418879056
E05000086 0.237288135593 0.37127284386
E05000087 0.240384615385 0.396256471525
E05000088 0.178947368421 0.324955116697
E05000089 0.280701754386 0.286690647482
E05000090 0.227722772277 0.439052795031
E05000091 0.352941176471 0.180406212664
E05000092 0.313043478261 0.263053797468
E05000093 0.354166666667 0.631230393865
E05000094 0.255639097744 0.233846153846
E05000095 0.312 0.33681462141
E05000096 0.29702970297 0.499654696133
E05000097 0.290598290598 0.416778074866
E05000098 0.308333333333 0.35325016415
E05000099 0.286956521739 0.46296870158
E05000100 0.371681415929 0.167151162791
E05000101 0.283185840708 0.358554873892
E05000102 0.264957264957 0.32802124834
E05000103 0.155339805825 0.37489504618
E05000104 0.304347826087 0.35253164557
E05000105 0.305785123967 0.263768115942
E05000285 0.357142857143 0.682179793158
E05000286 0.268041237113 0.687210545066
E05000287 0.204545454545 0.475022301517
E05000288 0.171717171717 0.456838021339
E05000289 0.311111111111 0.52043212776
E05000290 0.302325581395 0.617889908257
E05000291 0.280487804878 0.705290611028
E05000292 0.307692307692 0.616279069767
E05000293 0.261904761905 0.451473136915
E05000294 0.244186046512 0.486361534905
E05000295 0.218390804598 0.614096573209
E05000296 0.236559139785 0.389110225764
E05000297 0.282051282051 0.676143386897
E05000298 0.337662337662 0.677984274482
E05000299 0.23595505618 0.487635574837
E05000300 0.240963855422 0.533942040492
E05000301 0.296703296703 0.391091131998
E05000302 0.25 0.415019762846
E05000303 0.284090909091 0.723285486443
E05000304 0.268292682927 0.396990140114
E05000305 0.217948717949 0.481278923012
E05000043 0.235772357724 0.521698407743
E05000044 0.348837209302 0.322622107969
E05000045 0.238709677419 0.565443425076
E05000046 0.301587301587 0.329398324448
E05000047 0.25 0.395755305868
E05000048 0.322314049587 0.545086119554
E05000049 0.314516129032 0.338443737345
E05000050 0.256198347107 0.735628742515
E05000051 0.262295081967 0.716028840821
E05000052 0.338842975207 0.759516933578
E05000053 0.261538461538 0.705206004471
E05000054 0.244094488189 0.622624963461
E05000055 0.276595744681 0.718048780488
E05000056 0.445378151261 0.576736672052
E05000057 0.305970149254 0.646855010661
E05000058 0.289256198347 0.631455399061
E05000059 0.330434782609 0.67614379085
E05000060 0.310924369748 0.481170245876
E05000061 0.282442748092 0.459441489362
E05000062 0.263157894737 0.554902680867
E05000063 0.227941176471 0.436090225564
E05000128 0.386138613861 0.49048013245
E05000129 0.262626262626 0.320322180917
E05000130 0.291262135922 0.325885978428
E05000131 0.260416666667 0.184009642427
E05000132 0.3125 0.388611803824
E05000133 0.326315789474 0.622854340363
E05000134 0.232558139535 0.244129554656
E05000135 0.4 0.515430677107
E05000136 0.231578947368 0.217145167812
E05000137 0.267441860465 0.282340116279
E05000138 0.236363636364 0.267954640907
E05000139 0.259259259259 0.163252240717
E05000140 0.239583333333 0.254875886525
E05000141 0.154639175258 0.202052944354
E05000142 0.247706422018 0.219079780498
E05000143 0.301886792453 0.148532569792
E05000144 0.346153846154 0.46033703247
E05000145 0.352941176471 0.368585977282
E05000026 0.304347826087 0.203330411919
E05000027 0.347222222222 0.374650512582
E05000028 0.246913580247 0.296251511487
E05000029 0.267605633803 0.385219097449
E05000030 0.233766233766 0.487426035503
E05000031 0.25 0.264607118872
E05000032 0.333333333333 0.185926404132
E05000033 0.205128205128 0.336833602585
E05000034 0.253333333333 0.340255591054
E05000035 0.228915662651 0.283454987835
E05000036 0.295774647887 0.336753731343
E05000037 0.220588235294 0.370335820896
E05000038 0.266666666667 0.302485004284
E05000039 0.314285714286 0.22799763733
E05000040 0.260869565217 0.320450885668
E05000041 0.236842105263 0.374613003096
E05000042 0.315789473684 0.407570977918
E05000475 0.267857142857 0.277653631285
E05000476 0.247787610619 0.178922399187
E05000477 0.333333333333 0.220820189274
E05000478 0.258333333333 0.279363593823
E05000479 0.25 0.279457125231
E05000480 0.264957264957 0.184644670051
E05000481 0.330097087379 0.156915691569
E05000482 0.257142857143 0.186349693252
E05000483 0.262295081967 0.184699453552
E05000484 0.246268656716 0.174019607843
E05000485 0.299145299145 0.180252230083
E05000486 0.29203539823 0.155865736125
E05000487 0.336283185841 0.134007173133
E05000488 0.27027027027 0.138759411976
E05000489 0.3125 0.177368833203
E05000490 0.258620689655 0.217779503106
E05000491 0.283950617284 0.316074653823
E05000492 0.263888888889 0.238422391858
E05000493 0.295238095238 0.203993855607
E05000494 0.258620689655 0.236572890026
E05000573 0.280373831776 0.142031171443
E05000575 0.350649350649 0.419038272816
E05000576 0.282051282051 0.188838612368
E05000577 0.28 0.227467811159
E05000580 0.262711864407 0.420049710025
E05000586 0.267857142857 0.12
E05000587 0.4 0.158333333333
E05000584 0.299145299145 0.129680725266
E05000585 0.432692307692 0.435476516188
E05000588 0.314285714286 0.166969972702
E05000589 0.294117647059 0.175859598854
E05000146 0.30534351145 0.398491083676
E05000147 0.212962962963 0.54247534203
E05000148 0.188034188034 0.264398787471
E05000149 0.251908396947 0.260006404099
