area(wards,Boroughs) KBIfraction originalfration
E05000106 0.931034482759 0.4426
E05000107 0.828947368421 0.647
E05000108 0.938053097345 0.5278
E05000109 1.0 0.4266
E05000110 0.900900900901 0.5408
E05000111 0.974137931034 0.4711
E05000112 1.0 0.3954
E05000113 0.984496124031 0.4173
E05000114 0.90350877193 0.6459
E05000115 0.876033057851 0.6471
E05000116 1.0 0.3505
E05000117 0.9 0.646
E05000118 0.919642857143 0.5423
E05000119 0.966666666667 0.5227
E05000120 0.933333333333 0.4687
E05000121 0.780821917808 0.5857
E05000122 0.864406779661 0.5817
E05000123 1.0 0.3782
E05000124 0.943396226415 0.4908
E05000125 0.991379310345 0.4604
E05000126 0.934210526316 0.4687
E05000127 0.973214285714 0.498
E05000128 0.970297029703 0.2258
E05000129 0.949494949495 0.2694
E05000130 1.0 0.2421
E05000131 1.0 0.2175
E05000132 1.0 0.2029
E05000133 0.968421052632 0.2082
E05000134 0.988372093023 0.2839
E05000135 0.955555555556 0.2027
E05000136 1.0 0.2911
E05000137 0.976744186047 0.2294
E05000138 0.972727272727 0.3054
E05000139 1.0 0.2074
E05000140 1.0 0.298
E05000141 0.989690721649 0.2525
E05000142 1.0 0.3198
E05000143 0.981132075472 0.3337
E05000144 0.990384615385 0.2203
E05000145 0.980392156863 0.2157
E05000146 0.984732824427 0.4393
E05000147 0.972222222222 0.5
E05000148 0.991452991453 0.4919
E05000149 0.977099236641 0.4197
E05000150 0.946808510638 0.5354
E05000151 0.990099009901 0.4077
E05000152 0.983870967742 0.4732
E05000153 0.961832061069 0.456
E05000154 0.794520547945 0.6201
E05000155 0.980198019802 0.5218
E05000156 0.982300884956 0.4788
E05000157 0.813333333333 0.648
E05000158 1.0 0.3712
E05000159 0.991071428571 0.4131
E05000160 0.958762886598 0.4803
E05000161 0.992248062016 0.5232
E05000162 0.989247311828 0.4233
E05000163 0.915887850467 0.4986
E05000164 1.0 0.3391
E05000165 0.965811965812 0.3791
E05000166 1.0 0.3387
E05000167 0.984126984127 0.454
E05000168 0.983739837398 0.4345
E05000169 1.0 0.4066
E05000170 0.991525423729 0.3219
E05000171 0.925925925926 0.3022
E05000172 0.960784313725 0.4699
E05000173 0.973913043478 0.2613
E05000174 0.991228070175 0.3041
E05000175 1.0 0.3299
E05000176 1.0 0.3437
E05000177 0.96875 0.5037
E05000178 0.962962962963 0.4734
E05000179 1.0 0.2922
E05000180 0.971153846154 0.3998
E05000181 0.990476190476 0.4729
E05000183 0.973214285714 0.5062
E05000182 0.990566037736 0.2875
E05000184 0.981818181818 0.4929
E05000185 0.924528301887 0.5332
E05000186 0.952380952381 0.4234
E05000187 0.982905982906 0.4623
E05000188 1.0 0.314
E05000189 0.79 0.4948
E05000190 0.869158878505 0.4906
E05000191 1.0 0.2411
E05000192 0.990476190476 0.281
E05000193 0.981981981982 0.3458
E05000194 0.981481481481 0.4255
E05000195 0.950980392157 0.5071
