wards KBIfraction originalfration
E05000064 0.6375 0.76887755102
E05000065 0.528735632184 0.548370672098
E05000066 0.691358024691 0.769230769231
E05000067 0.650602409639 0.798640611725
E05000068 0.578313253012 0.753515301902
E05000069 0.658823529412 0.730134932534
E05000070 0.560975609756 0.641584158416
E05000072 0.630952380952 0.729521715228
E05000071 0.530120481928 0.654285714286
E05000073 0.595238095238 0.762804574838
E05000074 0.746987951807 0.715259570005
E05000075 0.574712643678 0.517538461538
E05000076 0.719512195122 0.734093067426
E05000077 0.583333333333 0.588469184891
E05000078 0.590361445783 0.792361720808
E05000079 0.417721518987 0.469127040454
E05000080 0.670886075949 0.699178644764
E05000083 0.651162790698 0.795228628231
E05000081 0.506172839506 0.810166799047
E05000082 0.634146341463 0.731386861314
E05000084 0.463414634146 0.290888511602
E05000106 0.629310344828 0.835335481981
E05000107 0.723684210526 0.850400712378
E05000108 0.628318584071 0.768222506394
E05000109 0.661538461538 0.720331459012
E05000110 0.558558558559 0.821581196581
E05000111 0.594827586207 0.842218137255
E05000112 0.663865546218 0.594074526573
E05000113 0.612403100775 0.780246172321
E05000114 0.5 0.679093912223
E05000115 0.528925619835 0.676483326115
E05000116 0.494736842105 0.413902053712
E05000117 0.4 0.855678906917
E05000118 0.535714285714 0.844159315691
E05000119 0.583333333333 0.829776422764
E05000120 0.65 0.762813211845
E05000121 0.424657534247 0.662515566625
E05000122 0.601694915254 0.791383219955
E05000123 0.530769230769 0.479532163743
E05000124 0.509433962264 0.850670716274
E05000125 0.637931034483 0.718983050847
E05000126 0.578947368421 0.846506300115
E05000127 0.553571428571 0.82443344621
E05000085 0.518518518519 0.283863804589
E05000086 0.533898305085 0.373421717172
E05000087 0.567307692308 0.49711751663
E05000088 0.494736842105 0.318203088442
E05000089 0.482456140351 0.305766312595
E05000090 0.574257425743 0.418690819267
E05000091 0.327731092437 0.205368035787
E05000092 0.55652173913 0.365100671141
E05000093 0.697916666667 0.633617350891
E05000094 0.563909774436 0.281260945709
E05000095 0.648 0.375350140056
E05000096 0.673267326733 0.521720430108
E05000097 0.564102564103 0.453588143526
E05000098 0.6 0.472926921621
E05000099 0.626086956522 0.392057761733
E05000100 0.283185840708 0.143908722856
E05000101 0.53982300885 0.308026888098
E05000102 0.504273504274 0.32565404139
E05000103 0.417475728155 0.376394849785
E05000104 0.6 0.273363524084
E05000105 0.528925619835 0.259517177344
E05000285 0.738095238095 0.676391382406
E05000286 0.59793814433 0.782204515272
E05000287 0.613636363636 0.389812889813
E05000288 0.494949494949 0.485923423423
E05000289 0.711111111111 0.554495228528
E05000290 0.616279069767 0.600995024876
E05000291 0.609756097561 0.73118729097
E05000292 0.602564102564 0.66029143898
E05000293 0.5 0.44901866922
E05000294 0.476744186047 0.360356138707
E05000295 0.64367816092 0.556082830026
E05000296 0.537634408602 0.363636363636
E05000297 0.679487179487 0.757385854969
E05000298 0.61038961039 0.732963549921
E05000299 0.573033707865 0.403451492537
E05000300 0.626506024096 0.53517364203
E05000301 0.450549450549 0.341754708314
E05000302 0.547619047619 0.359778597786
E05000303 0.545454545455 0.774588235294
E05000304 0.512195121951 0.352260198456
E05000305 0.628205128205 0.498994974874
E05000043 0.642276422764 0.605208333333
E05000044 0.364341085271 0.320580474934
E05000045 0.587096774194 0.639534883721
E05000046 0.579365079365 0.290456431535
E05000047 0.590909090909 0.515743756786
E05000048 0.528925619835 0.636532048907
E05000049 0.540322580645 0.459939658062
E05000050 0.611570247934 0.753851091142
E05000051 0.606557377049 0.794201975151
E05000052 0.677685950413 0.862955637186
E05000053 0.630769230769 0.746169916435
E05000054 0.59842519685 0.65697290152
E05000055 0.524822695035 0.76071922545
E05000056 0.588235294118 0.689384800965
E05000057 0.60447761194 0.674331883157
E05000058 0.636363636364 0.7150997151
E05000059 0.608695652174 0.780573025856
E05000060 0.521008403361 0.56853173113
E05000061 0.580152671756 0.567040115649
E05000062 0.586466165414 0.55250965251
E05000063 0.566176470588 0.509594882729
E05000128 0.712871287129 0.650292924741
E05000129 0.646464646465 0.501403705783
E05000130 0.699029126214 0.45813771518
E05000131 0.510416666667 0.330765745356
E05000132 0.71875 0.541108132261
E05000133 0.747368421053 0.75291005291
E05000134 0.639534883721 0.382261640798
E05000135 0.777777777778 0.679560649475
E05000136 0.431578947368 0.356668143553
E05000137 0.651162790698 0.427609427609
E05000138 0.7 0.395579612088
E05000139 0.555555555556 0.316368078176
E05000140 0.5 0.363593823117
E05000141 0.546391752577 0.345289079229
E05000142 0.48623853211 0.345349354695
E05000143 0.556603773585 0.252504173623
E05000144 0.644230769231 0.635700389105
E05000145 0.519607843137 0.533777777778
E05000026 0.54347826087 0.208205128205
E05000027 0.541666666667 0.422945205479
E05000028 0.592592592593 0.336375488918
E05000029 0.535211267606 0.459218642906
E05000030 0.649350649351 0.51986970684
E05000031 0.4375 0.319117647059
E05000032 0.592592592593 0.21065230401
E05000033 0.512820512821 0.361244019139
E05000034 0.52 0.377643504532
E05000035 0.674698795181 0.384509624198
E05000036 0.43661971831 0.409574468085
E05000037 0.514705882353 0.397930385701
E05000038 0.506666666667 0.311029411765
E05000039 0.514285714286 0.257048092869
E05000040 0.63768115942 0.388546255507
