ID ME16distance_608w ME16distance_280w ME16distance_18Bor ME16distance_280w+18Bor ME12distance_608w ME12distance_280w ME12distance_18Bor ME12distance_280w+18Bor EUrdistance_280w EUrdistance_18Bor EUrdistance_280w+18Bor links/N theta_0 theta_edu theta_age theta_gender theta_dist theta_income ME16h_edu ME16h_age ME16h_gender ME16h_income ME12h_edu ME12h_age ME12h_gender ME12h_income EUrh_edu EUrh_age EUrh_gender EUrh_income ME16beta ME12beta EUrbeta ME16J ME12J EUrJ
0 0.404954345129 0.422071827026 0.371491825121 0.394785247051 0.139016512919 0.127269005623 0.11914617993 0.12288695492 0.116245007541 0.0953506782918 0.104973066762 0.577888370713 14.0 4.81813411282 -0.745905119654 5.22720739044 0.902225976649 -0.877573360813 0.44 -2.30916777162 0.999194254537 -0.718097260139 0.44 -1.56637512154 1.69077415673 -0.662266648633 0.44 -0.182701499558 -0.289865524896 0.62570857526 0.952423017957 3.08353045846 0.168119304772 39.6742354579 35.4539275184 29.1173878288 
1 0.419876938603 0.437573030451 0.388368471323 0.411028465658 0.504414479215 0.486214957504 0.536276087331 0.513221619647 0.25692451875 0.252370030586 0.254467492241 0.789216090174 14.0 7.17426286856 1.40850443542 1.03318196542 1.81534930985 -1.48613316699 0.44 -0.687877043994 0.405481678975 -1.42122871249 0.44 0.0246638225875 1.27501023958 -1.16584672906 0.44 -0.703038672036 1.16726907002 0.0863705925775 3.65435153711 1.60757113611 3.43350965712 22.1677726334 2.33613614872 9.00536965377 
2 0.561156884641 0.580855401655 0.527606088747 0.552128798639 0.42072919114 0.398964560911 0.457372784749 0.430474260613 0.371810428806 0.373664627428 0.372810720168 2.79617026185 14.0 -5.77761963364 0.494001574974 -1.44473501163 7.47001303552 3.23746363889 0.44 -2.08820325876 0.56218175698 -0.464090272009 0.44 0.133909892991 0.14738973894 -0.374970191982 0.44 -1.34245482705 1.1550891536 0.485128233497 1.06867213021 0.191985153142 0.406748433946 19.834140366 20.8837138599 34.7853216668 
3 0.476259815048 0.50035273738 0.434188577184 0.464658914117 0.468511560322 0.455299464406 0.494026126924 0.476191479712 0.533763045857 0.497737705232 0.514328322625 1.51765733401 14.0 -2.78580764317 3.3042611324 6.62713022794 -1.19168365948 0.791730725598 0.44 -1.50733484311 1.4582319496 -0.764064423112 0.44 -0.0793849109245 0.776842801566 -0.799493570851 0.44 -0.594550557446 -0.279784853341 0.589892711143 0.872745537006 1.99353177505 3.90071662444 38.4232662676 22.9459576977 11.7462769155 
4 0.395949294483 0.376611898113 0.429115393602 0.404936152258 0.46264640406 0.480589202287 0.430446597845 0.453538586733 0.193935680423 0.208491197424 0.201787998805 0.913056374932 14.0 -5.2814692378 1.75091713763 3.43886432143 -1.15393822209 3.46025702118 0.44 -0.474469196897 2.074350293 -1.07303700055 0.44 -0.265503639626 0.331643547612 -1.22919955114 0.44 -0.656875617898 0.336912840389 0.0818636375419 1.68654691679 2.46358923735 1.54277877595 25.8614953554 16.6003747755 4.59543119598 
5 0.407934951176 0.389387301955 0.440538651059 0.416982108708 0.332117147282 0.329743083247 0.346623315221 0.338849524181 0.379783888723 0.382240796671 0.381109325905 1.8572582107 14.0 3.01632602911 -0.998645264445 -0.617191348392 -3.79943737971 3.3500363388 0.44 -0.756667248378 2.13380442014 -0.658442796648 0.44 -1.45003599469 1.63943367676 -0.683343478107 0.44 -0.700386470767 0.546460998196 -0.0324145121039 2.43067523413 0.907065808143 2.98002779124 8.48762322904 23.2141465109 1.57610881581 
6 0.222674219299 0.20344536515 0.238746428386 0.222489359791 0.457229141286 0.473472823013 0.426910748665 0.44835380922 0.365990619383 0.360005891754 0.36276201632 1.09854489725 14.0 -6.51670781659 5.0563623712 1.12632134489 1.26105831722 5.90922573214 0.44 -1.94786816351 2.60828512811 -1.32383270676 0.44 -1.26431668647 0.1467322026 -1.15089649179 0.44 0.0792968081954 0.56489126157 0.491864231264 0.319664666392 0.937877235903 1.23776440185 28.9311292412 39.0577630649 38.1725520531 
7 0.363393411413 0.34364254028 0.396640091459 0.372233324469 0.184220426338 0.186108329533 0.136106842566 0.159133843143 0.116740096101 0.105440292024 0.110644149165 0.0850650099698 14.0 2.9602024134 -0.896695258025 0.571998029102 1.97163852447 -1.29448579376 0.44 -0.157859071232 0.905765972927 -0.381563360305 0.44 -1.23856360239 0.933895494139 -0.630553461023 0.44 -0.76373404865 0.864170645433 0.228387278534 2.07015778945 0.135661044292 0.0469602997835 10.211841274 29.6552193924 19.8695342372 
8 0.123766335586 0.107386618837 0.120723993712 0.114581781598 0.40164247797 0.421079962305 0.367363697831 0.392101451208 0.143168400138 0.104952677913 0.122552023674 0.583689006806 14.0 -2.08692329923 3.40708779161 0.550196504129 -2.54188254267 4.52944790484 0.44 -2.06138700844 2.38322607878 -0.81355713412 0.44 -1.61031103284 0.993805511818 -1.13449142188 0.44 -1.1191237331 1.07249334912 -0.307029835214 0.409626794182 0.174108271949 1.51490635284 28.4941423723 2.05852483086 11.585786796 
9 0.455248756662 0.479094942847 0.417200092404 0.445704299845 0.379201338494 0.403353487403 0.338874602889 0.36856882602 0.482098524864 0.481989982088 0.482039968893 0.649308702602 14.0 1.96198524083 -2.89532864748 -0.155792674905 5.61716085994 -0.298642344572 0.44 -1.60582059485 0.768205135227 -0.358256913523 0.44 -1.3933247999 0.24856030336 -0.38749473931 0.44 -1.49405913374 0.613857689179 0.00853178487981 1.3938487263 1.56427880499 1.96794421281 13.1119052112 16.3839508756 19.4414577857 
