area(wards,Boroughs) KBIfraction originalfration
E05000106 0.870689655172 0.4426
E05000107 0.855263157895 0.647
E05000108 0.858407079646 0.5278
E05000109 0.853846153846 0.4266
E05000110 0.792792792793 0.5408
E05000111 0.836206896552 0.4711
E05000112 0.899159663866 0.3954
E05000113 0.790697674419 0.4173
E05000114 0.842105263158 0.6459
E05000115 0.842975206612 0.6471
E05000116 0.989473684211 0.3505
E05000117 0.85 0.646
E05000118 0.785714285714 0.5423
E05000119 0.866666666667 0.5227
E05000120 0.866666666667 0.4687
E05000121 0.794520547945 0.5857
E05000122 0.864406779661 0.5817
E05000123 0.969230769231 0.3782
E05000124 0.77358490566 0.4908
E05000125 0.879310344828 0.4604
E05000126 0.75 0.4687
E05000127 0.723214285714 0.498
E05000128 0.980198019802 0.2258
E05000129 0.676767676768 0.2694
E05000130 0.95145631068 0.2421
E05000131 1.0 0.2175
E05000132 0.989583333333 0.2029
E05000133 0.873684210526 0.2082
E05000134 0.941860465116 0.2839
E05000135 0.611111111111 0.2027
E05000136 1.0 0.2911
E05000137 0.860465116279 0.2294
E05000138 1.0 0.3054
E05000139 1.0 0.2074
E05000140 0.989583333333 0.298
E05000141 0.639175257732 0.2525
E05000142 1.0 0.3198
E05000143 1.0 0.3337
E05000144 0.971153846154 0.2203
E05000145 0.960784313725 0.2157
E05000146 0.984732824427 0.4393
E05000147 0.777777777778 0.5
E05000148 0.974358974359 0.4919
E05000149 0.954198473282 0.4197
E05000150 0.86170212766 0.5354
E05000151 0.792079207921 0.4077
E05000152 0.927419354839 0.4732
E05000153 0.969465648855 0.456
E05000154 0.904109589041 0.6201
E05000155 0.792079207921 0.5218
E05000156 0.83185840708 0.4788
E05000157 0.88 0.648
E05000158 0.870967741935 0.3712
E05000159 0.839285714286 0.4131
E05000160 0.835051546392 0.4803
E05000161 0.976744186047 0.5232
E05000162 0.817204301075 0.4233
E05000163 0.81308411215 0.4986
E05000164 0.911290322581 0.3391
E05000165 0.940170940171 0.3791
E05000166 0.933884297521 0.3387
E05000167 0.944444444444 0.454
E05000168 0.967479674797 0.4345
E05000169 0.974789915966 0.4066
E05000170 1.0 0.3219
E05000171 0.935185185185 0.3022
E05000172 0.960784313725 0.4699
E05000173 0.982608695652 0.2613
E05000174 0.964912280702 0.3041
E05000175 1.0 0.3299
E05000176 0.973214285714 0.3437
E05000177 0.9765625 0.5037
E05000178 0.972222222222 0.4734
E05000179 0.933884297521 0.2922
E05000180 0.932692307692 0.3998
E05000181 0.971428571429 0.4729
E05000183 0.946428571429 0.5062
E05000182 0.952830188679 0.2875
E05000184 0.963636363636 0.4929
E05000185 0.943396226415 0.5332
E05000186 0.942857142857 0.4234
E05000187 0.991452991453 0.4623
E05000188 0.973451327434 0.314
E05000189 0.93 0.4948
E05000190 0.96261682243 0.4906
E05000191 0.971962616822 0.2411
E05000192 0.952380952381 0.281
E05000193 1.0 0.3458
E05000194 0.777777777778 0.4255
E05000195 0.892156862745 0.5071
E05000196 0.733944954128 0.4089
E05000197 0.909090909091 0.453
E05000198 0.873873873874 0.5052
E05000199 0.919642857143 0.4968
E05000200 0.83 0.4141
E05000201 0.956140350877 0.4389
E05000202 0.815533980583 0.4687
E05000203 0.902912621359 0.5013
E05000204 0.883928571429 0.4823
E05000205 0.91452991453 0.3602
E05000206 0.908256880734 0.454
E05000207 0.960784313725 0.4807
E05000208 0.901785714286 0.3824
E05000209 0.796296296296 0.3658
E05000210 0.83185840708 0.4628
E05000211 0.81 0.5318
E05000212 0.917355371901 0.4393
E05000213 0.769230769231 0.3676
E05000214 0.917431192661 0.5423
E05000215 0.788461538462 0.2945
E05000216 0.981308411215 0.4141
E05000217 0.811881188119 0.5791
E05000218 0.845360824742 0.5174
E05000219 0.89 0.5569
E05000220 0.815789473684 0.56
E05000221 0.992481203008 0.4594
E05000222 0.93893129771 0.2365
E05000223 0.888888888889 0.4811
E05000224 0.83 0.4923
E05000225 1.0 0.309
