area(wards,Boroughs) KBIfraction originalfration
E05000106 0.862068965517 0.4426
E05000107 0.802631578947 0.647
E05000108 0.814159292035 0.5278
E05000109 0.738461538462 0.4266
E05000110 0.666666666667 0.5408
E05000111 0.75 0.4711
E05000112 0.72268907563 0.3954
E05000113 0.713178294574 0.4173
E05000114 0.842105263158 0.6459
E05000115 0.867768595041 0.6471
E05000116 0.515789473684 0.3505
E05000117 0.8 0.646
E05000118 0.776785714286 0.5423
E05000119 0.766666666667 0.5227
E05000120 0.858333333333 0.4687
E05000121 0.945205479452 0.5857
E05000122 0.754237288136 0.5817
E05000123 0.646153846154 0.3782
E05000124 0.754716981132 0.4908
E05000125 0.827586206897 0.4604
E05000126 0.815789473684 0.4687
E05000127 0.8125 0.498
E05000128 0.178217821782 0.2258
E05000129 0.20202020202 0.2694
E05000130 0.281553398058 0.2421
E05000131 0.270833333333 0.2175
E05000132 0.21875 0.2029
E05000133 0.0947368421053 0.2082
E05000134 0.651162790698 0.2839
E05000135 0.211111111111 0.2027
E05000136 0.421052631579 0.2911
E05000137 0.56976744186 0.2294
E05000138 0.454545454545 0.3054
E05000139 0.259259259259 0.2074
E05000140 0.479166666667 0.298
E05000141 0.226804123711 0.2525
E05000142 0.43119266055 0.3198
E05000143 0.330188679245 0.3337
E05000144 0.0769230769231 0.2203
E05000145 0.235294117647 0.2157
E05000146 0.63358778626 0.4393
E05000147 0.87037037037 0.5
E05000148 0.777777777778 0.4919
E05000149 0.702290076336 0.4197
E05000150 0.787234042553 0.5354
E05000151 0.891089108911 0.4077
E05000152 0.653225806452 0.4732
E05000153 0.587786259542 0.456
E05000154 0.876712328767 0.6201
E05000155 0.792079207921 0.5218
E05000156 0.858407079646 0.4788
E05000157 0.96 0.648
E05000158 0.782258064516 0.3712
E05000159 0.803571428571 0.4131
E05000160 0.824742268041 0.4803
E05000161 0.68992248062 0.5232
E05000162 0.763440860215 0.4233
E05000163 0.897196261682 0.4986
E05000164 0.741935483871 0.3391
E05000165 0.752136752137 0.3791
E05000166 0.752066115702 0.3387
E05000167 0.785714285714 0.454
E05000168 0.69918699187 0.4345
E05000169 0.563025210084 0.4066
E05000170 0.610169491525 0.3219
E05000171 0.592592592593 0.3022
E05000172 0.862745098039 0.4699
E05000173 0.304347826087 0.2613
E05000174 0.473684210526 0.3041
E05000175 0.583333333333 0.3299
E05000176 0.544642857143 0.3437
E05000177 0.8359375 0.5037
E05000178 0.796296296296 0.4734
E05000179 0.479338842975 0.2922
E05000180 0.653846153846 0.3998
E05000181 0.92380952381 0.4729
E05000183 0.776785714286 0.5062
E05000182 0.283018867925 0.2875
E05000184 0.781818181818 0.4929
E05000185 0.88679245283 0.5332
E05000186 0.914285714286 0.4234
E05000187 0.837606837607 0.4623
E05000188 0.58407079646 0.314
E05000189 0.92 0.4948
E05000190 0.934579439252 0.4906
E05000191 0.308411214953 0.2411
E05000192 0.361904761905 0.281
E05000193 0.621621621622 0.3458
E05000194 0.805555555556 0.4255
E05000195 0.833333333333 0.5071
E05000196 0.889908256881 0.4089
E05000197 0.851239669421 0.453
E05000198 0.837837837838 0.5052
E05000199 0.732142857143 0.4968
E05000200 0.74 0.4141
E05000201 0.868421052632 0.4389
E05000202 0.912621359223 0.4687
E05000203 0.854368932039 0.5013
E05000204 0.821428571429 0.4823
E05000205 0.735042735043 0.3602
E05000206 0.798165137615 0.454
E05000207 0.764705882353 0.4807
E05000208 0.732142857143 0.3824
E05000209 0.814814814815 0.3658
E05000210 0.778761061947 0.4628
E05000211 0.93 0.5318
E05000212 0.785123966942 0.4393
E05000213 0.778846153846 0.3676
E05000214 0.844036697248 0.5423
E05000215 0.509615384615 0.2945
E05000216 0.588785046729 0.4141
E05000217 0.772277227723 0.5791
E05000218 0.824742268041 0.5174
E05000219 0.76 0.5569
E05000220 0.842105263158 0.56
E05000221 0.646616541353 0.4594
E05000222 0.24427480916 0.2365
E05000223 0.805555555556 0.4811
E05000224 0.89 0.4923
E05000225 0.25 0.309
E05000226 0.818181818182 0.5063
E05000227 0.831683168317 0.4411
E05000228 0.5 0.4459
E05000229 0.768595041322 0.3892
E05000230 0.395683453237 0.4051
E05000266 0.238636363636 0.1973
E05000267 0.579439252336 0.3904
E05000268 0.801886792453 0.1919
E05000269 0.168316831683 0.2732
E05000270 0.31914893617 0.28
E05000271 0.275229357798 0.2437
E05000272 0.157894736842 0.1646
E05000273 0.313131313131 0.3386
E05000274 0.270588235294 0.1899
E05000275 0.504672897196 0.2613
E05000276 0.878787878788 0.1503
E05000278 0.648648648649 0.3017
