area(wards,Boroughs) KBIfraction originalfration
E05000106 0.560344827586 0.4426
E05000107 0.894736842105 0.647
E05000108 0.911504424779 0.5278
E05000109 0.515384615385 0.4266
E05000110 0.648648648649 0.5408
E05000111 0.612068965517 0.4711
E05000112 0.638655462185 0.3954
E05000113 0.573643410853 0.4173
E05000114 1.0 0.6459
E05000115 1.0 0.6471
E05000116 0.736842105263 0.3505
E05000117 0.85 0.646
E05000118 0.892857142857 0.5423
E05000119 0.675 0.5227
E05000120 0.708333333333 0.4687
E05000121 1.0 0.5857
E05000122 1.0 0.5817
E05000123 0.823076923077 0.3782
E05000124 0.547169811321 0.4908
E05000125 0.844827586207 0.4604
E05000126 0.342105263158 0.4687
E05000127 0.625 0.498
E05000128 0.990099009901 0.2258
E05000129 1.0 0.2694
E05000130 1.0 0.2421
E05000131 0.75 0.2175
E05000132 1.0 0.2029
E05000133 1.0 0.2082
E05000134 0.674418604651 0.2839
E05000135 1.0 0.2027
E05000136 0.757894736842 0.2911
E05000137 0.848837209302 0.2294
E05000138 1.0 0.3054
E05000139 0.851851851852 0.2074
E05000140 0.791666666667 0.298
E05000141 0.814432989691 0.2525
E05000142 0.688073394495 0.3198
E05000143 0.88679245283 0.3337
E05000144 1.0 0.2203
E05000145 0.980392156863 0.2157
E05000146 0.63358778626 0.4393
E05000147 0.935185185185 0.5
E05000148 0.871794871795 0.4919
E05000149 0.893129770992 0.4197
E05000150 0.808510638298 0.5354
E05000151 0.50495049505 0.4077
E05000152 0.572580645161 0.4732
E05000153 0.946564885496 0.456
E05000154 1.0 0.6201
E05000155 0.910891089109 0.5218
E05000156 0.58407079646 0.4788
E05000157 1.0 0.648
E05000158 0.822580645161 0.3712
E05000159 0.446428571429 0.4131
E05000160 0.494845360825 0.4803
E05000161 0.945736434109 0.5232
E05000162 0.806451612903 0.4233
E05000163 0.96261682243 0.4986
E05000164 0.822580645161 0.3391
E05000165 0.940170940171 0.3791
E05000166 0.677685950413 0.3387
E05000167 0.857142857143 0.454
E05000168 0.910569105691 0.4345
E05000169 0.873949579832 0.4066
E05000170 0.898305084746 0.3219
E05000171 0.833333333333 0.3022
E05000172 0.970588235294 0.4699
E05000173 1.0 0.2613
