area(wards,Boroughs) KBIfraction originalfration
E05000106 0.0172413793103 0.4426
E05000107 0.0657894736842 0.647
E05000108 0.0796460176991 0.5278
E05000109 0.115384615385 0.4266
E05000110 0.036036036036 0.5408
E05000111 0.0172413793103 0.4711
E05000112 0.0756302521008 0.3954
E05000113 0.124031007752 0.4173
E05000114 0.0964912280702 0.6459
E05000115 0.115702479339 0.6471
E05000116 0.0736842105263 0.3505
E05000117 0.025 0.646
E05000118 0.00892857142857 0.5423
E05000119 0.0583333333333 0.5227
E05000120 0.0666666666667 0.4687
E05000121 0.13698630137 0.5857
E05000122 0.0254237288136 0.5817
E05000123 0.0692307692308 0.3782
E05000124 0.0377358490566 0.4908
E05000125 0.0431034482759 0.4604
E05000126 0.0131578947368 0.4687
E05000127 0.0 0.498
E05000128 0.118811881188 0.2258
E05000129 0.111111111111 0.2694
E05000130 0.0582524271845 0.2421
E05000131 0.0729166666667 0.2175
E05000132 0.104166666667 0.2029
E05000133 0.0105263157895 0.2082
E05000134 0.0813953488372 0.2839
E05000135 0.0222222222222 0.2027
E05000136 0.189473684211 0.2911
E05000137 0.186046511628 0.2294
E05000138 0.118181818182 0.3054
E05000139 0.166666666667 0.2074
E05000140 0.177083333333 0.298
E05000141 0.164948453608 0.2525
E05000142 0.146788990826 0.3198
E05000143 0.122641509434 0.3337
E05000144 0.192307692308 0.2203
E05000145 0.107843137255 0.2157
E05000146 0.106870229008 0.4393
E05000147 0.12962962963 0.5
E05000148 0.102564102564 0.4919
E05000149 0.0916030534351 0.4197
E05000150 0.0531914893617 0.5354
E05000151 0.019801980198 0.4077
E05000152 0.0887096774194 0.4732
E05000153 0.129770992366 0.456
E05000154 0.0547945205479 0.6201
E05000155 0.039603960396 0.5218
E05000156 0.0176991150442 0.4788
E05000157 0.133333333333 0.648
E05000158 0.0967741935484 0.3712
E05000159 0.0267857142857 0.4131
E05000160 0.020618556701 0.4803
E05000161 0.100775193798 0.5232
E05000162 0.0430107526882 0.4233
E05000163 0.140186915888 0.4986
E05000164 0.0887096774194 0.3391
E05000165 0.0940170940171 0.3791
E05000166 0.0578512396694 0.3387
E05000167 0.0793650793651 0.454
E05000168 0.138211382114 0.4345
E05000169 0.0756302521008 0.4066
E05000170 0.110169491525 0.3219
E05000171 0.148148148148 0.3022
E05000172 0.0490196078431 0.4699
E05000173 0.0608695652174 0.2613
E05000174 0.105263157895 0.3041
E05000175 0.111111111111 0.3299
E05000176 0.0446428571429 0.3437
E05000177 0.046875 0.5037
E05000178 0.12962962963 0.4734
E05000179 0.123966942149 0.2922
