area(wards,Boroughs) KBIfraction originalfration
E05000106 0.75 0.4426
E05000107 0.605263157895 0.647
E05000108 0.637168141593 0.5278
E05000109 0.338461538462 0.4266
E05000110 0.873873873874 0.5408
E05000111 0.758620689655 0.4711
E05000112 0.252100840336 0.3954
E05000113 0.457364341085 0.4173
E05000114 0.80701754386 0.6459
E05000115 0.785123966942 0.6471
E05000116 0.178947368421 0.3505
E05000117 0.825 0.646
E05000118 0.785714285714 0.5423
E05000119 0.7 0.5227
E05000120 0.641666666667 0.4687
E05000121 0.547945205479 0.5857
E05000122 0.78813559322 0.5817
E05000123 0.253846153846 0.3782
E05000124 0.839622641509 0.4908
E05000125 0.48275862069 0.4604
E05000126 0.736842105263 0.4687
E05000127 0.732142857143 0.498
E05000128 0.108910891089 0.2258
E05000129 0.242424242424 0.2694
E05000130 0.145631067961 0.2421
E05000131 0.25 0.2175
E05000132 0.239583333333 0.2029
E05000133 0.0947368421053 0.2082
E05000134 0.209302325581 0.2839
E05000135 0.0111111111111 0.2027
E05000136 0.2 0.2911
E05000137 0.139534883721 0.2294
E05000138 0.218181818182 0.3054
E05000139 0.324074074074 0.2074
E05000140 0.197916666667 0.298
E05000141 0.329896907216 0.2525
E05000142 0.174311926606 0.3198
E05000143 0.169811320755 0.3337
E05000144 0.144230769231 0.2203
E05000145 0.313725490196 0.2157
E05000146 0.213740458015 0.4393
E05000147 0.333333333333 0.5
E05000148 0.264957264957 0.4919
E05000149 0.236641221374 0.4197
E05000150 0.670212765957 0.5354
E05000151 0.60396039604 0.4077
E05000152 0.233870967742 0.4732
E05000153 0.24427480916 0.456
E05000154 0.342465753425 0.6201
E05000155 0.524752475248 0.5218
E05000156 0.566371681416 0.4788
E05000157 0.72 0.648
E05000158 0.282258064516 0.3712
E05000159 0.366071428571 0.4131
E05000160 0.690721649485 0.4803
E05000161 0.31007751938 0.5232
E05000162 0.645161290323 0.4233
E05000163 0.607476635514 0.4986
E05000164 0.274193548387 0.3391
E05000165 0.230769230769 0.3791
E05000166 0.297520661157 0.3387
E05000167 0.31746031746 0.454
E05000168 0.162601626016 0.4345
E05000169 0.18487394958 0.4066
E05000170 0.296610169492 0.3219
E05000171 0.287037037037 0.3022
E05000172 0.647058823529 0.4699
E05000173 0.252173913043 0.2613
E05000174 0.315789473684 0.3041
E05000175 0.291666666667 0.3299
E05000176 0.241071428571 0.3437
E05000177 0.4296875 0.5037
E05000178 0.453703703704 0.4734
E05000179 0.305785123967 0.2922
E05000180 0.230769230769 0.3998
E05000181 0.685714285714 0.4729
E05000183 0.392857142857 0.5062
E05000182 0.179245283019 0.2875
E05000184 0.509090909091 0.4929
E05000185 0.443396226415 0.5332
E05000186 0.809523809524 0.4234
E05000187 0.461538461538 0.4623
E05000188 0.247787610619 0.314
E05000189 0.88 0.4948
E05000190 0.831775700935 0.4906
E05000191 0.140186915888 0.2411
E05000192 0.161904761905 0.281
E05000193 0.315315315315 0.3458
E05000194 0.546296296296 0.4255
E05000195 0.382352941176 0.5071
E05000196 0.477064220183 0.4089
E05000197 0.239669421488 0.453
E05000198 0.396396396396 0.5052
E05000199 0.133928571429 0.4968
E05000200 0.65 0.4141
E05000201 0.359649122807 0.4389
E05000202 0.572815533981 0.4687
E05000203 0.504854368932 0.5013
E05000204 0.258928571429 0.4823
E05000205 0.316239316239 0.3602
E05000206 0.146788990826 0.454
E05000207 0.264705882353 0.4807
E05000208 0.276785714286 0.3824
E05000209 0.490740740741 0.3658
E05000210 0.424778761062 0.4628
E05000211 0.56 0.5318
E05000212 0.247933884298 0.4393
E05000213 0.240384615385 0.3676
E05000214 0.330275229358 0.5423
E05000215 0.173076923077 0.2945
E05000216 0.289719626168 0.4141
E05000217 0.475247524752 0.5791
E05000218 0.546391752577 0.5174
E05000219 0.25 0.5569
E05000220 0.381578947368 0.56
E05000221 0.248120300752 0.4594
E05000222 0.335877862595 0.2365
E05000223 0.287037037037 0.4811
E05000224 0.52 0.4923
E05000225 0.321428571429 0.309
E05000226 0.338842975207 0.5063
E05000227 0.465346534653 0.4411
E05000228 0.313432835821 0.4459
E05000229 0.173553719008 0.3892
E05000230 0.258992805755 0.4051
E05000266 0.102272727273 0.1973
E05000267 0.252336448598 0.3904
E05000268 0.254716981132 0.1919
E05000269 0.0594059405941 0.2732
E05000270 0.106382978723 0.28
E05000271 0.321100917431 0.2437
E05000272 0.105263157895 0.1646
E05000273 0.343434343434 0.3386
E05000274 0.0941176470588 0.1899
E05000275 0.233644859813 0.2613
E05000276 0.454545454545 0.1503
E05000278 0.225225225225 0.3017
E05000277 0.175438596491 0.3755
E05000279 0.276595744681 0.1891
E05000280 0.216216216216 0.2056
E05000281 0.220183486239 0.1553
E05000282 0.294117647059 0.2964
E05000283 0.164835164835 0.2936
E05000284 0.1875 0.2709
E05000285 0.404761904762 0.4647
E05000286 0.701030927835 0.3871
E05000287 0.431818181818 0.5151
E05000288 0.232323232323 0.461
E05000289 0.333333333333 0.3996
E05000290 0.732558139535 0.5019
E05000291 0.792682926829 0.3983
E05000292 0.589743589744 0.3997
E05000293 0.309523809524 0.4241
E05000294 0.453488372093 0.4161
E05000295 0.505747126437 0.4834
E05000296 0.311827956989 0.5084
E05000297 0.782051282051 0.3907
E05000298 0.545454545455 0.4577
E05000299 0.47191011236 0.5414
E05000300 0.590361445783 0.437
E05000301 0.351648351648 0.4682
E05000302 0.52380952381 0.4765
E05000303 0.772727272727 0.4299
E05000304 0.390243902439 0.5387
E05000305 0.333333333333 0.4231
E05000306 0.6875 0.6488
E05000307 0.928571428571 0.6459
E05000308 0.783505154639 0.7167
E05000309 0.884210526316 0.6422
E05000310 0.88679245283 0.7593
E05000311 0.814432989691 0.7305
E05000312 0.79797979798 0.6923
E05000313 0.742268041237 0.7709
E05000314 0.903225806452 0.7897
E05000315 0.72 0.6972
E05000316 0.494949494949 0.7573
E05000317 0.754901960784 0.7133
E05000318 0.715789473684 0.7553
E05000319 0.603174603175 0.6243
E05000321 0.544554455446 0.7606
E05000322 0.728155339806 0.6543
E05000320 0.858490566038 0.6982
E05000323 0.970297029703 0.6301
E05000346 0.63829787234 0.64
E05000347 0.159292035398 0.4392
E05000348 0.0898876404494 0.2668
E05000349 0.133333333333 0.2646
E05000350 0.45652173913 0.5597
E05000351 0.551724137931 0.6647
E05000352 0.266055045872 0.6434
E05000353 0.563218390805 0.5597
E05000354 0.56976744186 0.5733
E05000355 0.510869565217 0.4937
E05000356 0.236559139785 0.4715
E05000357 0.622222222222 0.4948
E05000358 0.252100840336 0.4896
E05000359 0.287037037037 0.4882
E05000360 0.344827586207 0.4417
E05000361 0.48 0.5101
