wards KBIfraction originalfration
E05000064 0.1125 0.719733079123
E05000065 0.126436781609 0.504658385093
E05000066 0.123456790123 0.721236925875
E05000067 0.228915662651 0.767461669506
E05000068 0.156626506024 0.715607401448
E05000069 0.0588235294118 0.672727272727
E05000070 0.0609756097561 0.632278481013
E05000072 0.0714285714286 0.674063116371
E05000071 0.0722891566265 0.615341545353
E05000073 0.0952380952381 0.697085523172
E05000074 0.132530120482 0.642105263158
E05000075 0.218390804598 0.476277372263
E05000076 0.170731707317 0.699814986124
E05000077 0.166666666667 0.570068746695
E05000078 0.10843373494 0.702725020644
E05000079 0.0253164556962 0.46115819209
E05000080 0.0759493670886 0.642380708055
E05000083 0.139534883721 0.730158730159
E05000081 0.123456790123 0.766731898239
E05000082 0.0609756097561 0.666666666667
E05000084 0.19512195122 0.348725017229
E05000106 0.206896551724 0.746629986245
E05000107 0.0526315789474 0.834090909091
E05000108 0.16814159292 0.696798493409
E05000109 0.146153846154 0.553546199491
E05000110 0.117117117117 0.750751571468
E05000111 0.129310344828 0.748514851485
E05000112 0.168067226891 0.431309041835
E05000113 0.178294573643 0.612222823148
E05000114 0.0877192982456 0.618019709057
E05000115 0.115702479339 0.636661978434
E05000116 0.168421052632 0.257723233178
E05000117 0.05 0.835494327391
E05000118 0.160714285714 0.779539641944
E05000119 0.133333333333 0.740909090909
E05000120 0.183333333333 0.66173245614
E05000121 0.109589041096 0.585213032581
E05000122 0.0593220338983 0.733528550512
E05000123 0.184615384615 0.33495423341
E05000124 0.150943396226 0.783337441459
E05000125 0.146551724138 0.598984771574
E05000126 0.184210526316 0.724990633196
E05000127 0.178571428571 0.739893211289
E05000085 0.0925925925926 0.32418879056
E05000086 0.177966101695 0.37127284386
E05000087 0.211538461538 0.396256471525
E05000088 0.357894736842 0.324955116697
E05000089 0.219298245614 0.286690647482
E05000090 0.168316831683 0.439052795031
E05000091 0.310924369748 0.180406212664
E05000092 0.24347826087 0.263053797468
E05000093 0.21875 0.631230393865
E05000094 0.18045112782 0.233846153846
E05000095 0.128 0.33681462141
E05000096 0.128712871287 0.499654696133
E05000097 0.162393162393 0.416778074866
E05000098 0.233333333333 0.35325016415
E05000099 0.147826086957 0.46296870158
E05000100 0.203539823009 0.167151162791
E05000101 0.12389380531 0.358554873892
E05000102 0.0683760683761 0.32802124834
E05000103 0.223300970874 0.37489504618
E05000104 0.0782608695652 0.35253164557
E05000105 0.190082644628 0.263768115942
E05000285 0.142857142857 0.682179793158
E05000286 0.0721649484536 0.687210545066
E05000287 0.170454545455 0.475022301517
E05000288 0.121212121212 0.456838021339
E05000289 0.122222222222 0.52043212776
E05000290 0.104651162791 0.617889908257
E05000291 0.158536585366 0.705290611028
E05000292 0.205128205128 0.616279069767
E05000293 0.107142857143 0.451473136915
E05000294 0.197674418605 0.486361534905
E05000295 0.149425287356 0.614096573209
E05000296 0.118279569892 0.389110225764
E05000297 0.0641025641026 0.676143386897
E05000298 0.168831168831 0.677984274482
E05000299 0.134831460674 0.487635574837
E05000300 0.156626506024 0.533942040492
E05000301 0.186813186813 0.391091131998
E05000302 0.119047619048 0.415019762846
E05000303 0.102272727273 0.723285486443
E05000304 0.121951219512 0.396990140114
E05000305 0.115384615385 0.481278923012
E05000043 0.162601626016 0.521698407743
E05000044 0.116279069767 0.322622107969
E05000045 0.21935483871 0.565443425076
E05000046 0.18253968254 0.329398324448
E05000047 0.174242424242 0.395755305868
E05000048 0.148760330579 0.545086119554
E05000049 0.153225806452 0.338443737345
E05000050 0.123966942149 0.735628742515
E05000051 0.155737704918 0.716028840821
E05000052 0.165289256198 0.759516933578
E05000053 0.192307692308 0.705206004471
E05000054 0.102362204724 0.622624963461
E05000055 0.177304964539 0.718048780488
E05000056 0.126050420168 0.576736672052
E05000057 0.149253731343 0.646855010661
E05000058 0.132231404959 0.631455399061
E05000059 0.147826086957 0.67614379085
E05000060 0.117647058824 0.481170245876
E05000061 0.137404580153 0.459441489362
E05000062 0.172932330827 0.554902680867
E05000063 0.161764705882 0.436090225564
E05000128 0.247524752475 0.49048013245
E05000129 0.161616161616 0.320322180917
E05000130 0.21359223301 0.325885978428
E05000131 0.197916666667 0.184009642427
E05000132 0.1875 0.388611803824
E05000133 0.168421052632 0.622854340363
E05000134 0.186046511628 0.244129554656
E05000135 0.288888888889 0.515430677107
E05000136 0.126315789474 0.217145167812
E05000137 0.104651162791 0.282340116279
E05000138 0.136363636364 0.267954640907
E05000139 0.157407407407 0.163252240717
E05000140 0.208333333333 0.254875886525
E05000141 0.298969072165 0.202052944354
E05000142 0.183486238532 0.219079780498
E05000143 0.179245283019 0.148532569792
E05000144 0.144230769231 0.46033703247
E05000145 0.225490196078 0.368585977282
E05000026 0.0869565217391 0.203330411919
E05000027 0.125 0.374650512582
E05000028 0.148148148148 0.296251511487
E05000029 0.0985915492958 0.385219097449
E05000030 0.0519480519481 0.487426035503
E05000031 0.175 0.264607118872
E05000032 0.185185185185 0.185926404132
E05000033 0.0641025641026 0.336833602585
E05000034 0.0666666666667 0.340255591054
E05000035 0.132530120482 0.283454987835
E05000036 0.112676056338 0.336753731343
E05000037 0.0882352941176 0.370335820896
E05000038 0.0933333333333 0.302485004284
E05000039 0.157142857143 0.22799763733
E05000040 0.0289855072464 0.320450885668
E05000041 0.144736842105 0.374613003096
E05000042 0.0526315789474 0.407570977918
E05000475 0.214285714286 0.277653631285
E05000476 0.0530973451327 0.178922399187
E05000477 0.185185185185 0.220820189274
E05000478 0.1 0.279363593823
E05000479 0.1875 0.279457125231
E05000480 0.0598290598291 0.184644670051
E05000481 0.0485436893204 0.156915691569
E05000482 0.104761904762 0.186349693252
E05000483 0.0655737704918 0.184699453552
E05000484 0.0820895522388 0.174019607843
E05000485 0.00854700854701 0.180252230083
E05000486 0.0442477876106 0.155865736125
E05000487 0.106194690265 0.134007173133
E05000488 0.0810810810811 0.138759411976
E05000489 0.107142857143 0.177368833203
E05000490 0.181034482759 0.217779503106
E05000491 0.0740740740741 0.316074653823
E05000492 0.152777777778 0.238422391858
E05000493 0.0952380952381 0.203993855607
E05000494 0.163793103448 0.236572890026
E05000573 0.214953271028 0.142031171443
E05000575 0.155844155844 0.419038272816
E05000576 0.196581196581 0.188838612368
E05000577 0.16 0.227467811159
E05000580 0.161016949153 0.420049710025
E05000586 0.0803571428571 0.12
E05000587 0.164705882353 0.158333333333
E05000584 0.239316239316 0.129680725266
E05000585 0.0673076923077 0.435476516188
E05000588 0.161904761905 0.166969972702
E05000589 0.0756302521008 0.175859598854
E05000146 0.106870229008 0.398491083676
E05000147 0.175925925926 0.54247534203
E05000148 0.290598290598 0.264398787471
E05000149 0.145038167939 0.260006404099
