area(wards,Boroughs) KBIfraction originalfration
E05000106 0.224137931034 0.4426
E05000107 0.684210526316 0.647
E05000108 0.530973451327 0.5278
E05000109 0.238461538462 0.4266
E05000110 0.504504504505 0.5408
E05000111 0.362068965517 0.4711
E05000112 0.142857142857 0.3954
E05000113 0.193798449612 0.4173
E05000114 0.824561403509 0.6459
E05000115 0.760330578512 0.6471
E05000116 0.336842105263 0.3505
E05000117 0.875 0.646
E05000118 0.616071428571 0.5423
E05000119 0.375 0.5227
E05000120 0.283333333333 0.4687
E05000121 0.58904109589 0.5857
E05000122 0.78813559322 0.5817
E05000123 0.323076923077 0.3782
E05000124 0.38679245283 0.4908
E05000125 0.344827586207 0.4604
E05000126 0.184210526316 0.4687
E05000127 0.455357142857 0.498
E05000128 0.257425742574 0.2258
E05000129 0.10101010101 0.2694
E05000130 0.194174757282 0.2421
E05000131 0.15625 0.2175
E05000132 0.322916666667 0.2029
E05000133 0.326315789474 0.2082
E05000134 0.255813953488 0.2839
E05000135 0.288888888889 0.2027
E05000136 0.189473684211 0.2911
E05000137 0.267441860465 0.2294
E05000138 0.154545454545 0.3054
E05000139 0.166666666667 0.2074
E05000140 0.177083333333 0.298
E05000141 0.0824742268041 0.2525
E05000142 0.137614678899 0.3198
E05000143 0.198113207547 0.3337
E05000144 0.240384615385 0.2203
E05000145 0.117647058824 0.2157
E05000146 0.297709923664 0.4393
E05000147 0.5 0.5
E05000148 0.350427350427 0.4919
E05000149 0.297709923664 0.4197
E05000150 0.606382978723 0.5354
E05000151 0.277227722772 0.4077
E05000152 0.241935483871 0.4732
E05000153 0.190839694656 0.456
E05000154 0.630136986301 0.6201
E05000155 0.415841584158 0.5218
E05000156 0.221238938053 0.4788
E05000157 0.653333333333 0.648
E05000158 0.274193548387 0.3712
E05000159 0.267857142857 0.4131
E05000160 0.319587628866 0.4803
E05000161 0.31007751938 0.5232
E05000162 0.462365591398 0.4233
E05000163 0.579439252336 0.4986
E05000164 0.274193548387 0.3391
E05000165 0.358974358974 0.3791
E05000166 0.305785123967 0.3387
E05000167 0.246031746032 0.454
E05000168 0.333333333333 0.4345
E05000169 0.226890756303 0.4066
E05000170 0.21186440678 0.3219
E05000171 0.212962962963 0.3022
E05000172 0.558823529412 0.4699
E05000173 0.330434782609 0.2613
E05000174 0.228070175439 0.3041
E05000175 0.145833333333 0.3299
E05000176 0.178571428571 0.3437
E05000177 0.46875 0.5037
E05000178 0.398148148148 0.4734
E05000179 0.256198347107 0.2922
E05000180 0.25 0.3998
E05000181 0.52380952381 0.4729
E05000183 0.366071428571 0.5062
E05000182 0.198113207547 0.2875
E05000184 0.418181818182 0.4929
E05000185 0.5 0.5332
E05000186 0.561904761905 0.4234
E05000187 0.213675213675 0.4623
E05000188 0.29203539823 0.314
E05000189 0.68 0.4948
E05000190 0.728971962617 0.4906
E05000191 0.261682242991 0.2411
E05000192 0.238095238095 0.281
E05000193 0.234234234234 0.3458
E05000194 0.425925925926 0.4255
E05000195 0.470588235294 0.5071
E05000196 0.247706422018 0.4089
E05000197 0.561983471074 0.453
E05000198 0.504504504505 0.5052
E05000199 0.4375 0.4968
E05000200 0.31 0.4141
E05000201 0.561403508772 0.4389
E05000202 0.31067961165 0.4687
E05000203 0.563106796117 0.5013
E05000204 0.491071428571 0.4823
E05000205 0.25641025641 0.3602
E05000206 0.422018348624 0.454
E05000207 0.392156862745 0.4807
E05000208 0.205357142857 0.3824
E05000209 0.212962962963 0.3658
E05000210 0.309734513274 0.4628
E05000211 0.56 0.5318
E05000212 0.471074380165 0.4393
E05000213 0.192307692308 0.3676
E05000214 0.54128440367 0.5423
E05000215 0.25 0.2945
E05000216 0.177570093458 0.4141
E05000217 0.633663366337 0.5791
E05000218 0.360824742268 0.5174
E05000219 0.28 0.5569
E05000220 0.539473684211 0.56
E05000221 0.255639097744 0.4594
E05000222 0.167938931298 0.2365
E05000223 0.351851851852 0.4811
E05000224 0.57 0.4923
E05000225 0.169642857143 0.309
E05000226 0.338842975207 0.5063
E05000227 0.356435643564 0.4411
E05000228 0.171641791045 0.4459
E05000229 0.305785123967 0.3892
E05000230 0.151079136691 0.4051
E05000266 0.284090909091 0.1973
E05000267 0.289719626168 0.3904
E05000268 0.330188679245 0.1919
E05000269 0.178217821782 0.2732
E05000270 0.308510638298 0.28
E05000271 0.155963302752 0.2437
E05000272 0.326315789474 0.1646
E05000273 0.20202020202 0.3386
E05000274 0.164705882353 0.1899
E05000275 0.18691588785 0.2613
E05000276 0.656565656566 0.1503
E05000278 0.234234234234 0.3017
E05000277 0.166666666667 0.3755
E05000279 0.223404255319 0.1891
E05000280 0.27027027027 0.2056
E05000281 0.339449541284 0.1553
E05000282 0.382352941176 0.2964
E05000283 0.615384615385 0.2936
E05000284 0.196428571429 0.2709
E05000285 0.25 0.4647
E05000286 0.536082474227 0.3871
E05000287 0.397727272727 0.5151
E05000288 0.171717171717 0.461
E05000289 0.288888888889 0.3996
E05000290 0.581395348837 0.5019
E05000291 0.378048780488 0.3983
E05000292 0.25641025641 0.3997
E05000293 0.22619047619 0.4241
E05000294 0.476744186047 0.4161
E05000295 0.413793103448 0.4834
E05000296 0.290322580645 0.5084
E05000297 0.269230769231 0.3907
E05000298 0.142857142857 0.4577
E05000299 0.52808988764 0.5414
E05000300 0.325301204819 0.437
E05000301 0.32967032967 0.4682
E05000302 0.47619047619 0.4765
E05000303 0.761363636364 0.4299
E05000304 0.426829268293 0.5387
E05000305 0.179487179487 0.4231
E05000306 0.5625 0.6488
E05000307 0.897959183673 0.6459
E05000308 0.814432989691 0.7167
E05000309 0.757894736842 0.6422
E05000310 0.61320754717 0.7593
E05000311 0.845360824742 0.7305
E05000312 0.747474747475 0.6923
E05000313 0.721649484536 0.7709
E05000314 0.784946236559 0.7897
E05000315 0.69 0.6972
E05000316 0.717171717172 0.7573
E05000317 0.843137254902 0.7133
E05000318 0.694736842105 0.7553
E05000319 0.333333333333 0.6243
E05000321 0.732673267327 0.7606
E05000322 0.368932038835 0.6543
E05000320 0.830188679245 0.6982
E05000323 0.554455445545 0.6301
E05000346 0.521276595745 0.64
E05000347 0.221238938053 0.4392
E05000348 0.314606741573 0.2668
E05000349 0.288888888889 0.2646
E05000350 0.402173913043 0.5597
E05000351 0.540229885057 0.6647
E05000352 0.183486238532 0.6434
E05000353 0.505747126437 0.5597
E05000354 0.662790697674 0.5733
E05000355 0.413043478261 0.4937
