area(wards,Boroughs) KBIfraction originalfration
E05000106 0.26724137931 0.4426
E05000107 0.355263157895 0.647
E05000108 0.398230088496 0.5278
E05000109 0.246153846154 0.4266
E05000110 0.342342342342 0.5408
E05000111 0.258620689655 0.4711
E05000112 0.252100840336 0.3954
E05000113 0.333333333333 0.4173
E05000114 0.517543859649 0.6459
E05000115 0.512396694215 0.6471
E05000116 0.315789473684 0.3505
E05000117 0.5 0.646
E05000118 0.392857142857 0.5423
E05000119 0.366666666667 0.5227
E05000120 0.333333333333 0.4687
E05000121 0.383561643836 0.5857
E05000122 0.525423728814 0.5817
E05000123 0.292307692308 0.3782
E05000124 0.283018867925 0.4908
E05000125 0.344827586207 0.4604
E05000126 0.263157894737 0.4687
E05000127 0.330357142857 0.498
E05000128 0.346534653465 0.2258
E05000129 0.171717171717 0.2694
E05000130 0.320388349515 0.2421
E05000131 0.270833333333 0.2175
E05000132 0.229166666667 0.2029
E05000133 0.336842105263 0.2082
E05000134 0.209302325581 0.2839
E05000135 0.311111111111 0.2027
E05000136 0.168421052632 0.2911
E05000137 0.267441860465 0.2294
E05000138 0.109090909091 0.3054
E05000139 0.361111111111 0.2074
E05000140 0.270833333333 0.298
E05000141 0.0824742268041 0.2525
E05000142 0.165137614679 0.3198
E05000143 0.292452830189 0.3337
E05000144 0.384615384615 0.2203
E05000145 0.225490196078 0.2157
E05000146 0.236641221374 0.4393
E05000147 0.351851851852 0.5
E05000148 0.290598290598 0.4919
E05000149 0.381679389313 0.4197
E05000150 0.425531914894 0.5354
E05000151 0.237623762376 0.4077
E05000152 0.290322580645 0.4732
E05000153 0.167938931298 0.456
E05000154 0.383561643836 0.6201
E05000155 0.39603960396 0.5218
E05000156 0.300884955752 0.4788
E05000157 0.586666666667 0.648
E05000158 0.298387096774 0.3712
E05000159 0.205357142857 0.4131
E05000160 0.309278350515 0.4803
E05000161 0.263565891473 0.5232
E05000162 0.258064516129 0.4233
E05000163 0.355140186916 0.4986
E05000164 0.306451612903 0.3391
E05000165 0.333333333333 0.3791
E05000166 0.314049586777 0.3387
E05000167 0.34126984127 0.454
E05000168 0.308943089431 0.4345
E05000169 0.294117647059 0.4066
E05000170 0.338983050847 0.3219
E05000171 0.268518518519 0.3022
E05000172 0.411764705882 0.4699
E05000173 0.313043478261 0.2613
E05000174 0.271929824561 0.3041
E05000175 0.208333333333 0.3299
E05000176 0.276785714286 0.3437
E05000177 0.4375 0.5037
E05000178 0.37962962963 0.4734
E05000179 0.289256198347 0.2922
E05000180 0.278846153846 0.3998
E05000181 0.342857142857 0.4729
E05000183 0.330357142857 0.5062
E05000182 0.330188679245 0.2875
E05000184 0.336363636364 0.4929
E05000185 0.396226415094 0.5332
E05000186 0.409523809524 0.4234
E05000187 0.307692307692 0.4623
E05000188 0.345132743363 0.314
E05000189 0.48 0.4948
E05000190 0.401869158879 0.4906
E05000191 0.336448598131 0.2411
E05000192 0.361904761905 0.281
E05000193 0.324324324324 0.3458
E05000194 0.398148148148 0.4255
E05000195 0.313725490196 0.5071
E05000196 0.256880733945 0.4089
E05000197 0.454545454545 0.453
E05000198 0.387387387387 0.5052
E05000199 0.3125 0.4968
E05000200 0.27 0.4141
E05000201 0.359649122807 0.4389
E05000202 0.271844660194 0.4687
E05000203 0.349514563107 0.5013
E05000204 0.508928571429 0.4823
E05000205 0.264957264957 0.3602
E05000206 0.366972477064 0.454
E05000207 0.362745098039 0.4807
E05000208 0.223214285714 0.3824
E05000209 0.277777777778 0.3658
E05000210 0.29203539823 0.4628
E05000211 0.41 0.5318
E05000212 0.396694214876 0.4393
E05000213 0.307692307692 0.3676
E05000214 0.43119266055 0.5423
E05000215 0.25 0.2945
E05000216 0.214953271028 0.4141
E05000217 0.435643564356 0.5791
E05000218 0.257731958763 0.5174
E05000219 0.31 0.5569
E05000220 0.302631578947 0.56
E05000221 0.225563909774 0.4594
E05000222 0.190839694656 0.2365
E05000223 0.435185185185 0.4811
E05000224 0.39 0.4923
E05000225 0.294642857143 0.309
E05000226 0.380165289256 0.5063
E05000227 0.316831683168 0.4411
E05000228 0.276119402985 0.4459
E05000229 0.421487603306 0.3892
E05000230 0.251798561151 0.4051
E05000266 0.272727272727 0.1973
E05000267 0.289719626168 0.3904
E05000268 0.349056603774 0.1919
E05000269 0.267326732673 0.2732
E05000270 0.340425531915 0.28
E05000271 0.119266055046 0.2437
E05000272 0.284210526316 0.1646
E05000273 0.292929292929 0.3386
E05000274 0.305882352941 0.1899
E05000275 0.261682242991 0.2613
E05000276 0.323232323232 0.1503
E05000278 0.387387387387 0.3017
E05000277 0.254385964912 0.3755
E05000279 0.31914893617 0.1891
E05000280 0.369369369369 0.2056
E05000281 0.321100917431 0.1553
E05000282 0.313725490196 0.2964
E05000283 0.395604395604 0.2936
E05000284 0.25 0.2709
E05000285 0.27380952381 0.4647
E05000286 0.340206185567 0.3871
E05000287 0.363636363636 0.5151
E05000288 0.313131313131 0.461
E05000289 0.266666666667 0.3996
E05000290 0.360465116279 0.5019
E05000291 0.329268292683 0.3983
E05000292 0.307692307692 0.3997
E05000293 0.261904761905 0.4241
E05000294 0.290697674419 0.4161
E05000295 0.402298850575 0.4834
E05000296 0.301075268817 0.5084
E05000297 0.346153846154 0.3907
E05000298 0.285714285714 0.4577
E05000299 0.370786516854 0.5414
E05000300 0.361445783133 0.437
E05000301 0.494505494505 0.4682
E05000302 0.369047619048 0.4765
E05000303 0.409090909091 0.4299
E05000304 0.341463414634 0.5387
E05000305 0.294871794872 0.4231
E05000306 0.428571428571 0.6488
E05000307 0.428571428571 0.6459
E05000308 0.567010309278 0.7167
E05000309 0.421052631579 0.6422
E05000310 0.462264150943 0.7593
E05000311 0.567010309278 0.7305
E05000312 0.525252525253 0.6923
E05000313 0.494845360825 0.7709
E05000314 0.505376344086 0.7897
E05000315 0.4 0.6972
E05000316 0.616161616162 0.7573
E05000317 0.450980392157 0.7133
E05000318 0.515789473684 0.7553
E05000319 0.34126984127 0.6243
E05000321 0.574257425743 0.7606
E05000322 0.378640776699 0.6543
E05000320 0.405660377358 0.6982
E05000323 0.316831683168 0.6301
E05000346 0.382978723404 0.64
E05000347 0.283185840708 0.4392
E05000348 0.303370786517 0.2668
E05000349 0.166666666667 0.2646
E05000350 0.380434782609 0.5597
E05000351 0.402298850575 0.6647
E05000352 0.256880733945 0.6434
E05000353 0.367816091954 0.5597
E05000354 0.337209302326 0.5733
E05000355 0.445652173913 0.4937
E05000356 0.376344086022 0.4715
E05000357 0.5 0.4948
E05000358 0.243697478992 0.4896
E05000359 0.287037037037 0.4882
E05000360 0.344827586207 0.4417
E05000361 0.37 0.5101
E05000362 0.244444444444 0.4508
E05000363 0.28431372549 0.6341
E05000364 0.326923076923 0.4538
E05000365 0.223404255319 0.2718
E05000366 0.23 0.2782
E05000367 0.154471544715 0.3097
E05000368 0.247787610619 0.3111
E05000369 0.239583333333 0.2787
E05000370 0.19587628866 0.3029
E05000371 0.25 0.223
E05000372 0.258064516129 0.1922
E05000373 0.254098360656 0.193
E05000374 0.208791208791 0.2267
E05000375 0.247933884298 0.2669
E05000376 0.275510204082 0.2425
E05000377 0.217821782178 0.2218
E05000378 0.232323232323 0.2205
E05000379 0.302083333333 0.2408
E05000380 0.298969072165 0.2781
E05000381 0.171428571429 0.2114
E05000416 0.158536585366 0.2967
E05000417 0.22480620155 0.1832
E05000418 0.209523809524 0.1804
E05000419 0.175438596491 0.198
E05000420 0.296 0.199
E05000421 0.141732283465 0.2097
E05000422 0.168316831683 0.2502
E05000423 0.228813559322 0.1701
E05000424 0.305555555556 0.2315
E05000425 0.18115942029 0.2012
E05000426 0.144 0.2159
E05000427 0.157894736842 0.2541
E05000428 0.198275862069 0.2091
E05000429 0.23275862069 0.2297
E05000430 0.3125 0.1921
E05000431 0.333333333333 0.2658
E05000432 0.208695652174 0.2168
E05000433 0.2 0.2047
E05000434 0.242718446602 0.2185
E05000435 0.210084033613 0.1963
E05000436 0.306306306306 0.2141
E05000455 0.285714285714 0.2654
E05000456 0.388888888889 0.4299
E05000457 0.193181818182 0.3137
