wards KBIfraction originalfration
E05000064 0.775 0.76887755102
E05000065 0.908045977011 0.548370672098
E05000066 0.888888888889 0.769230769231
E05000067 0.951807228916 0.798640611725
E05000068 0.78313253012 0.753515301902
E05000069 0.905882352941 0.730134932534
E05000070 0.865853658537 0.641584158416
E05000072 0.857142857143 0.729521715228
E05000071 0.771084337349 0.654285714286
E05000073 0.916666666667 0.762804574838
E05000074 0.879518072289 0.715259570005
E05000075 0.942528735632 0.517538461538
E05000076 0.792682926829 0.734093067426
E05000077 0.809523809524 0.588469184891
E05000078 0.903614457831 0.792361720808
E05000079 0.835443037975 0.469127040454
E05000080 0.936708860759 0.699178644764
E05000083 0.860465116279 0.795228628231
E05000081 0.753086419753 0.810166799047
E05000082 0.878048780488 0.731386861314
E05000084 0.951219512195 0.290888511602
E05000106 0.879310344828 0.835335481981
E05000107 0.828947368421 0.850400712378
E05000108 0.902654867257 0.768222506394
E05000109 0.923076923077 0.720331459012
E05000110 0.774774774775 0.821581196581
E05000111 0.896551724138 0.842218137255
E05000112 0.932773109244 0.594074526573
E05000113 0.899224806202 0.780246172321
E05000114 0.885964912281 0.679093912223
E05000115 0.876033057851 0.676483326115
E05000116 0.989473684211 0.413902053712
E05000117 0.95 0.855678906917
E05000118 0.866071428571 0.844159315691
E05000119 0.858333333333 0.829776422764
E05000120 0.841666666667 0.762813211845
E05000121 0.821917808219 0.662515566625
E05000122 0.85593220339 0.791383219955
E05000123 0.961538461538 0.479532163743
E05000124 0.839622641509 0.850670716274
E05000125 0.913793103448 0.718983050847
E05000126 0.842105263158 0.846506300115
E05000127 0.758928571429 0.82443344621
E05000085 0.898148148148 0.283863804589
E05000086 0.957627118644 0.373421717172
E05000087 0.913461538462 0.49711751663
E05000088 0.968421052632 0.318203088442
E05000089 0.973684210526 0.305766312595
E05000090 0.970297029703 0.418690819267
E05000091 0.924369747899 0.205368035787
E05000092 0.982608695652 0.365100671141
E05000093 0.885416666667 0.633617350891
E05000094 0.992481203008 0.281260945709
E05000095 0.92 0.375350140056
E05000096 0.940594059406 0.521720430108
E05000097 1.0 0.453588143526
E05000098 0.916666666667 0.472926921621
E05000099 0.973913043478 0.392057761733
E05000100 0.893805309735 0.143908722856
E05000101 0.982300884956 0.308026888098
E05000102 0.863247863248 0.32565404139
E05000103 0.95145631068 0.376394849785
E05000104 0.826086956522 0.273363524084
E05000105 0.942148760331 0.259517177344
E05000285 0.940476190476 0.676391382406
E05000286 0.886597938144 0.782204515272
E05000287 0.988636363636 0.389812889813
E05000288 0.939393939394 0.485923423423
E05000289 0.933333333333 0.554495228528
E05000290 0.93023255814 0.600995024876
E05000291 0.841463414634 0.73118729097
E05000292 0.923076923077 0.66029143898
E05000293 0.952380952381 0.44901866922
E05000294 0.93023255814 0.360356138707
