area(wards,Boroughs) KBIfraction originalfration
E05000106 0.344827586207 0.4426
E05000107 0.460526315789 0.647
E05000108 0.41592920354 0.5278
E05000109 0.323076923077 0.4266
E05000110 0.414414414414 0.5408
E05000111 0.344827586207 0.4711
E05000112 0.336134453782 0.3954
E05000113 0.317829457364 0.4173
E05000114 0.377192982456 0.6459
E05000115 0.495867768595 0.6471
E05000116 0.242105263158 0.3505
E05000117 0.35 0.646
E05000118 0.294642857143 0.5423
E05000119 0.35 0.5227
E05000120 0.366666666667 0.4687
E05000121 0.342465753425 0.5857
E05000122 0.381355932203 0.5817
E05000123 0.215384615385 0.3782
E05000124 0.367924528302 0.4908
E05000125 0.336206896552 0.4604
E05000126 0.315789473684 0.4687
E05000127 0.473214285714 0.498
E05000128 0.178217821782 0.2258
E05000129 0.444444444444 0.2694
E05000130 0.300970873786 0.2421
E05000131 0.302083333333 0.2175
E05000132 0.302083333333 0.2029
E05000133 0.210526315789 0.2082
E05000134 0.348837209302 0.2839
E05000135 0.2 0.2027
E05000136 0.2 0.2911
E05000137 0.325581395349 0.2294
E05000138 0.3 0.3054
E05000139 0.25 0.2074
E05000140 0.208333333333 0.298
E05000141 0.422680412371 0.2525
E05000142 0.275229357798 0.3198
E05000143 0.283018867925 0.3337
E05000144 0.211538461538 0.2203
E05000145 0.323529411765 0.2157
E05000146 0.259541984733 0.4393
E05000147 0.37962962963 0.5
E05000148 0.376068376068 0.4919
E05000149 0.267175572519 0.4197
E05000150 0.404255319149 0.5354
E05000151 0.415841584158 0.4077
E05000152 0.346774193548 0.4732
E05000153 0.251908396947 0.456
E05000154 0.41095890411 0.6201
E05000155 0.455445544554 0.5218
E05000156 0.300884955752 0.4788
E05000157 0.413333333333 0.648
E05000158 0.362903225806 0.3712
E05000159 0.348214285714 0.4131
E05000160 0.432989690722 0.4803
E05000161 0.348837209302 0.5232
E05000162 0.387096774194 0.4233
E05000163 0.448598130841 0.4986
E05000164 0.322580645161 0.3391
E05000165 0.307692307692 0.3791
E05000166 0.338842975207 0.3387
E05000167 0.31746031746 0.454
E05000168 0.333333333333 0.4345
E05000169 0.243697478992 0.4066
E05000170 0.237288135593 0.3219
E05000171 0.268518518519 0.3022
E05000172 0.264705882353 0.4699
E05000173 0.173913043478 0.2613
E05000174 0.254385964912 0.3041
E05000175 0.256944444444 0.3299
E05000176 0.223214285714 0.3437
E05000177 0.3125 0.5037
E05000178 0.231481481481 0.4734
E05000179 0.247933884298 0.2922
E05000180 0.307692307692 0.3998
E05000181 0.314285714286 0.4729
E05000183 0.294642857143 0.5062
E05000182 0.245283018868 0.2875
E05000184 0.354545454545 0.4929
E05000185 0.358490566038 0.5332
E05000186 0.4 0.4234
E05000187 0.324786324786 0.4623
E05000188 0.327433628319 0.314
E05000189 0.36 0.4948
E05000190 0.336448598131 0.4906
E05000191 0.196261682243 0.2411
E05000192 0.314285714286 0.281
E05000193 0.261261261261 0.3458
E05000194 0.361111111111 0.4255
E05000195 0.352941176471 0.5071
E05000196 0.366972477064 0.4089
E05000197 0.380165289256 0.453
E05000198 0.297297297297 0.5052
E05000199 0.330357142857 0.4968
E05000200 0.48 0.4141
E05000201 0.289473684211 0.4389
E05000202 0.417475728155 0.4687
E05000203 0.417475728155 0.5013
E05000204 0.357142857143 0.4823
E05000205 0.282051282051 0.3602
E05000206 0.275229357798 0.454
E05000207 0.343137254902 0.4807
E05000208 0.3125 0.3824
E05000209 0.388888888889 0.3658
E05000210 0.230088495575 0.4628
E05000211 0.43 0.5318
E05000212 0.380165289256 0.4393
E05000213 0.355769230769 0.3676
E05000214 0.266055045872 0.5423
E05000215 0.269230769231 0.2945
E05000216 0.336448598131 0.4141
E05000217 0.346534653465 0.5791
E05000218 0.453608247423 0.5174
E05000219 0.28 0.5569
E05000220 0.302631578947 0.56
E05000221 0.345864661654 0.4594
E05000222 0.374045801527 0.2365
E05000223 0.296296296296 0.4811
E05000224 0.33 0.4923
E05000225 0.303571428571 0.309
E05000226 0.322314049587 0.5063
E05000227 0.336633663366 0.4411
E05000228 0.335820895522 0.4459
E05000229 0.297520661157 0.3892
E05000230 0.294964028777 0.4051
E05000266 0.261363636364 0.1973
E05000267 0.271028037383 0.3904
E05000268 0.349056603774 0.1919
E05000269 0.227722772277 0.2732
E05000270 0.170212765957 0.28
E05000271 0.293577981651 0.2437
E05000272 0.157894736842 0.1646
E05000273 0.272727272727 0.3386
E05000274 0.2 0.1899
E05000275 0.289719626168 0.2613
E05000276 0.313131313131 0.1503
E05000278 0.261261261261 0.3017
E05000277 0.298245614035 0.3755
E05000279 0.308510638298 0.1891
E05000280 0.297297297297 0.2056
E05000281 0.321100917431 0.1553
E05000282 0.254901960784 0.2964
E05000283 0.252747252747 0.2936
E05000284 0.258928571429 0.2709
E05000285 0.27380952381 0.4647
E05000286 0.412371134021 0.3871
E05000287 0.375 0.5151
E05000288 0.262626262626 0.461
E05000289 0.277777777778 0.3996
E05000290 0.395348837209 0.5019
E05000291 0.292682926829 0.3983
E05000292 0.24358974359 0.3997
E05000293 0.297619047619 0.4241
E05000294 0.43023255814 0.4161
E05000295 0.333333333333 0.4834
E05000296 0.290322580645 0.5084
E05000297 0.320512820513 0.3907
E05000298 0.363636363636 0.4577
E05000299 0.325842696629 0.5414
E05000300 0.325301204819 0.437
E05000301 0.274725274725 0.4682
E05000302 0.261904761905 0.4765
E05000303 0.431818181818 0.4299
E05000304 0.256097560976 0.5387
E05000305 0.294871794872 0.4231
E05000306 0.321428571429 0.6488
E05000307 0.428571428571 0.6459
E05000308 0.515463917526 0.7167
E05000309 0.431578947368 0.6422
E05000310 0.358490566038 0.7593
E05000311 0.443298969072 0.7305
E05000312 0.393939393939 0.6923
E05000313 0.474226804124 0.7709
E05000314 0.440860215054 0.7897
E05000315 0.51 0.6972
E05000316 0.434343434343 0.7573
E05000317 0.401960784314 0.7133
E05000318 0.4 0.7553
E05000319 0.285714285714 0.6243
E05000321 0.405940594059 0.7606
E05000322 0.339805825243 0.6543
E05000320 0.443396226415 0.6982
E05000323 0.366336633663 0.6301
E05000346 0.329787234043 0.64
E05000347 0.238938053097 0.4392
E05000348 0.157303370787 0.2668
E05000349 0.333333333333 0.2646
E05000350 0.347826086957 0.5597
E05000351 0.344827586207 0.6647
E05000352 0.284403669725 0.6434
E05000353 0.310344827586 0.5597
E05000354 0.406976744186 0.5733
E05000355 0.336956521739 0.4937
E05000356 0.290322580645 0.4715
E05000357 0.322222222222 0.4948
E05000358 0.310924369748 0.4896
E05000359 0.222222222222 0.4882
E05000360 0.333333333333 0.4417
E05000361 0.32 0.5101
E05000362 0.311111111111 0.4508
E05000363 0.323529411765 0.6341
E05000364 0.211538461538 0.4538
E05000365 0.202127659574 0.2718
E05000366 0.31 0.2782
E05000367 0.373983739837 0.3097
E05000368 0.29203539823 0.3111
E05000369 0.302083333333 0.2787
E05000370 0.371134020619 0.3029
E05000371 0.258928571429 0.223
E05000372 0.247311827957 0.1922
E05000373 0.303278688525 0.193
E05000374 0.252747252747 0.2267
E05000375 0.363636363636 0.2669
